Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
364,Iran (Islamic Republic of),2015,Teachers at primary level,"286,477"
364,Iran (Islamic Republic of),2015,Teachers with minimum required qualifications at primary level,100.0
364,Iran (Islamic Republic of),2015,Teachers at lower secondary level,"131,478"
364,Iran (Islamic Republic of),2015,Teachers with minimum required qualifications at lower secondary level,100.0
364,Iran (Islamic Republic of),2017,Teachers at primary level,"286,476"
364,Iran (Islamic Republic of),2017,Teachers with minimum required qualifications at primary level,100.0
364,Iran (Islamic Republic of),2017,Teachers at lower secondary level,"147,508"
364,Iran (Islamic Republic of),2017,Teachers with minimum required qualifications at lower secondary level,100.0
364,Iran (Islamic Republic of),2017,Teachers at upper secondary level,"151,523"
364,Iran (Islamic Republic of),2017,Teachers with minimum required qualifications at upper secondary level,95.1
368,Iraq,2004,Teachers at primary level,"211,136"
368,Iraq,2004,Teachers with minimum required qualifications at primary level,100.0
368,Iraq,2004,Teachers at lower secondary level,"60,018"
368,Iraq,2004,Teachers with minimum required qualifications at lower secondary level,100.0
368,Iraq,2004,Teachers at upper secondary level,"30,807"
368,Iraq,2004,Teachers with minimum required qualifications at upper secondary level,100.0
368,Iraq,2007,Teachers at primary level,"286,890"
372,Ireland,2005,Teachers at primary level,"25,416"
372,Ireland,2010,Teachers at primary level,"32,043"
372,Ireland,2012,Teachers at primary level,"32,267"
372,Ireland,2021,Teachers at primary level,"39,152"
376,Israel,2005,Teachers at primary level,"55,458"
376,Israel,2005,Teachers at lower secondary level,"29,302"
376,Israel,2005,Teachers at upper secondary level,"38,777"
376,Israel,2009,Teachers at primary level,"60,155"
376,Israel,2009,Teachers at lower secondary level,"28,934"
376,Israel,2009,Teachers at upper secondary level,"42,128"
376,Israel,2010,Teachers at primary level,"61,830"
376,Israel,2015,Teachers at primary level,"73,104"
376,Israel,2015,Teachers at lower secondary level,"26,324"
376,Israel,2021,Teachers at primary level,"83,068"
376,Israel,2021,Teachers at lower secondary level,"31,132"
380,Italy,2005,Teachers at primary level,"264,061"
380,Italy,2005,Teachers at lower secondary level,"182,940"
380,Italy,2005,Teachers at upper secondary level,"244,706"
380,Italy,2007,Teachers at primary level,"273,113"
380,Italy,2007,Teachers at lower secondary level,"190,740"
380,Italy,2007,Teachers at upper secondary level,"260,017"
380,Italy,2015,Teachers at primary level,"237,483"
380,Italy,2015,Teachers at lower secondary level,"165,705"
380,Italy,2015,Teachers at upper secondary level,"242,161"
380,Italy,2019,Teachers at primary level,"251,885"
380,Italy,2019,Teachers at lower secondary level,"173,749"
380,Italy,2019,Teachers at upper secondary level,"290,169"
380,Italy,2021,Teachers at primary level,"248,937"
380,Italy,2021,Teachers at lower secondary level,"174,355"
388,Jamaica,2002,Teachers at lower secondary level,"7,674"
388,Jamaica,2002,Teachers at upper secondary level,"4,127"
388,Jamaica,2004,Teachers at primary level,"12,032"
388,Jamaica,2015,Teachers at primary level,"11,806"
388,Jamaica,2015,Teachers with minimum required qualifications at primary level,93.4
388,Jamaica,2022,Teachers at primary level,"11,125"
388,Jamaica,2022,Teachers with minimum required qualifications at primary level,99.0
392,Japan,2015,Teachers at primary level,"410,355"
392,Japan,2015,Teachers at lower secondary level,"280,977"
392,Japan,2015,Teachers at upper secondary level,"353,140"
392,Japan,2021,Teachers at primary level,"440,700"
392,Japan,2021,Teachers at lower secondary level,"280,701"
392,Japan,2021,Teachers at upper secondary level,"351,090"
400,Jordan,2003,Teachers at primary level,"39,441"
400,Jordan,2003,Teachers at lower secondary level,"21,835"
400,Jordan,2003,Teachers at upper secondary level,"12,459"
400,Jordan,2004,Teachers at upper secondary level,"9,915"
400,Jordan,2008,Teachers at upper secondary level,"16,021"
400,Jordan,2014,Teachers at primary level,"57,946"
400,Jordan,2014,Teachers with minimum required qualifications at primary level,100.0
400,Jordan,2014,Teachers at lower secondary level,"28,319"
400,Jordan,2014,Teachers with minimum required qualifications at lower secondary level,100.0
400,Jordan,2014,Teachers at upper secondary level,"22,994"
400,Jordan,2014,Teachers with minimum required qualifications at upper secondary level,100.0
400,Jordan,2022,Teachers at primary level,"58,341"
400,Jordan,2022,Teachers with minimum required qualifications at primary level,100.0
400,Jordan,2022,Teachers at lower secondary level,"40,520"
400,Jordan,2022,Teachers with minimum required qualifications at lower secondary level,100.0
400,Jordan,2022,Teachers at upper secondary level,"24,896"
400,Jordan,2022,Teachers with minimum required qualifications at upper secondary level,100.0
398,Kazakhstan,2005,Teachers at primary level,"59,293"
398,Kazakhstan,2010,Teachers at primary level,"58,957"
398,Kazakhstan,2015,Teachers at primary level,"73,827"
398,Kazakhstan,2015,Teachers with minimum required qualifications at primary level,100.0
398,Kazakhstan,2023,Teachers at primary level,"112,623"
398,Kazakhstan,2023,Teachers with minimum required qualifications at primary level,100.0
404,Kenya,2005,Teachers at primary level,"144,744"
404,Kenya,2005,Teachers with minimum required qualifications at primary level,98.9
404,Kenya,2005,Teachers at lower secondary level,"36,249"
404,Kenya,2005,Teachers with minimum required qualifications at lower secondary level,98.9
404,Kenya,2005,Teachers at upper secondary level,"54,479"
404,Kenya,2009,Teachers at primary level,"165,002"
404,Kenya,2009,Teachers with minimum required qualifications at primary level,96.8
404,Kenya,2009,Teachers at lower secondary level,"38,795"
404,Kenya,2009,Teachers with minimum required qualifications at lower secondary level,96.8
404,Kenya,2009,Teachers at upper secondary level,"57,021"
404,Kenya,2009,Teachers with minimum required qualifications at upper secondary level,89.3
404,Kenya,2012,Teachers at primary level,"142,345"
404,Kenya,2012,Teachers at lower secondary level,"33,898"
404,Kenya,2012,Teachers at upper secondary level,"59,273"
404,Kenya,2012,Teachers with minimum required qualifications at upper secondary level,99.6
404,Kenya,2015,Teachers at primary level,"266,511"
404,Kenya,2015,Teachers at lower secondary level,"70,741"
404,Kenya,2015,Teachers at upper secondary level,"128,011"
404,Kenya,2016,Teachers at upper secondary level,"144,009"
404,Kenya,2020,Teachers at primary level,"307,248"
404,Kenya,2020,Teachers with minimum required qualifications at primary level,100.0
296,Kiribati,2005,Teachers at primary level,654
296,Kiribati,2005,Teachers with minimum required qualifications at primary level,93.9
296,Kiribati,2005,Teachers at lower secondary level,396
296,Kiribati,2005,Teachers with minimum required qualifications at lower secondary level,83.6
296,Kiribati,2005,Teachers at upper secondary level,281
296,Kiribati,2005,Teachers with minimum required qualifications at upper secondary level,43.1
296,Kiribati,2008,Teachers at primary level,645
296,Kiribati,2008,Teachers with minimum required qualifications at primary level,85.4
296,Kiribati,2008,Teachers at lower secondary level,414
296,Kiribati,2008,Teachers with minimum required qualifications at lower secondary level,79.2
296,Kiribati,2008,Teachers at upper secondary level,250
296,Kiribati,2008,Teachers with minimum required qualifications at upper secondary level,33.6
296,Kiribati,2010,Teachers at primary level,639
296,Kiribati,2014,Teachers at primary level,614
296,Kiribati,2014,Teachers with minimum required qualifications at primary level,52.4
296,Kiribati,2014,Teachers at lower secondary level,377
296,Kiribati,2014,Teachers with minimum required qualifications at lower secondary level,86.7
296,Kiribati,2015,Teachers at primary level,628
296,Kiribati,2015,Teachers with minimum required qualifications at primary level,78.8
296,Kiribati,2015,Teachers at lower secondary level,336
296,Kiribati,2020,Teachers at primary level,704
296,Kiribati,2020,Teachers with minimum required qualifications at primary level,90.5
296,Kiribati,2020,Teachers at lower secondary level,410
296,Kiribati,2020,Teachers with minimum required qualifications at lower secondary level,85.9
414,Kuwait,2004,Teachers at primary level,"12,321"
414,Kuwait,2004,Teachers with minimum required qualifications at primary level,100.0
414,Kuwait,2004,Teachers at lower secondary level,"12,167"
414,Kuwait,2004,Teachers with minimum required qualifications at lower secondary level,100.0
414,Kuwait,2004,Teachers at upper secondary level,"13,123"
414,Kuwait,2004,Teachers with minimum required qualifications at upper secondary level,100.0
414,Kuwait,2005,Teachers at primary level,"16,815"
414,Kuwait,2005,Teachers with minimum required qualifications at primary level,100.0
414,Kuwait,2005,Teachers at upper secondary level,"11,762"
414,Kuwait,2005,Teachers with minimum required qualifications at upper secondary level,100.0
414,Kuwait,2008,Teachers at primary level,"22,895"
414,Kuwait,2008,Teachers with minimum required qualifications at primary level,100.0
414,Kuwait,2008,Teachers at lower secondary level,"15,353"
414,Kuwait,2008,Teachers with minimum required qualifications at lower secondary level,100.0
414,Kuwait,2008,Teachers at upper secondary level,"12,143"
414,Kuwait,2008,Teachers with minimum required qualifications at upper secondary level,100.0
414,Kuwait,2009,Teachers at primary level,"24,605"
414,Kuwait,2009,Teachers with minimum required qualifications at primary level,100.0
414,Kuwait,2009,Teachers at lower secondary level,"17,374"
414,Kuwait,2009,Teachers at upper secondary level,"13,832"
414,Kuwait,2010,Teachers at primary level,"25,520"
414,Kuwait,2012,Teachers at primary level,"26,775"
414,Kuwait,2012,Teachers with minimum required qualifications at primary level,77.7
414,Kuwait,2012,Teachers at lower secondary level,"20,498"
414,Kuwait,2012,Teachers with minimum required qualifications at lower secondary level,79.1
414,Kuwait,2015,Teachers at primary level,"29,810"
414,Kuwait,2015,Teachers with minimum required qualifications at primary level,78.9
414,Kuwait,2015,Teachers at lower secondary level,"22,688"
414,Kuwait,2015,Teachers at upper secondary level,"17,116"
414,Kuwait,2021,Teachers at primary level,"32,782"
414,Kuwait,2021,Teachers with minimum required qualifications at primary level,100.0
414,Kuwait,2021,Teachers at lower secondary level,"27,615"
414,Kuwait,2021,Teachers with minimum required qualifications at lower secondary level,100.0
414,Kuwait,2021,Teachers at upper secondary level,"19,828"
414,Kuwait,2021,Teachers with minimum required qualifications at upper secondary level,100.0
417,Kyrgyzstan,2005,Teachers at primary level,"17,729"
417,Kyrgyzstan,2005,Teachers with minimum required qualifications at primary level,58.0
417,Kyrgyzstan,2010,Teachers at primary level,"16,089"
417,Kyrgyzstan,2010,Teachers with minimum required qualifications at primary level,68.4
417,Kyrgyzstan,2015,Teachers at primary level,"17,226"
417,Kyrgyzstan,2015,Teachers with minimum required qualifications at primary level,92.8
417,Kyrgyzstan,2023,Teachers at primary level,"25,366"
417,Kyrgyzstan,2023,Teachers with minimum required qualifications at primary level,96.0
418,Lao People's Dem. Rep.,2005,Teachers at primary level,"28,299"
418,Lao People's Dem. Rep.,2005,Teachers with minimum required qualifications at primary level,83.4
418,Lao People's Dem. Rep.,2005,Teachers at lower secondary level,"10,580"
418,Lao People's Dem. Rep.,2005,Teachers with minimum required qualifications at lower secondary level,91.0
418,Lao People's Dem. Rep.,2005,Teachers at upper secondary level,"5,311"
418,Lao People's Dem. Rep.,2005,Teachers with minimum required qualifications at upper secondary level,89.8
418,Lao People's Dem. Rep.,2010,Teachers at primary level,"31,782"
418,Lao People's Dem. Rep.,2010,Teachers with minimum required qualifications at primary level,95.4
418,Lao People's Dem. Rep.,2010,Teachers at lower secondary level,"16,849"
418,Lao People's Dem. Rep.,2010,Teachers with minimum required qualifications at lower secondary level,99.3
418,Lao People's Dem. Rep.,2010,Teachers at upper secondary level,"4,649"
418,Lao People's Dem. Rep.,2010,Teachers with minimum required qualifications at upper secondary level,99.4
418,Lao People's Dem. Rep.,2015,Teachers at primary level,"35,206"
418,Lao People's Dem. Rep.,2015,Teachers with minimum required qualifications at primary level,98.4
418,Lao People's Dem. Rep.,2015,Teachers at lower secondary level,"24,018"
418,Lao People's Dem. Rep.,2015,Teachers with minimum required qualifications at lower secondary level,99.5
418,Lao People's Dem. Rep.,2015,Teachers at upper secondary level,"10,182"
418,Lao People's Dem. Rep.,2015,Teachers with minimum required qualifications at upper secondary level,99.0
418,Lao People's Dem. Rep.,2022,Teachers at primary level,"32,864"
418,Lao People's Dem. Rep.,2022,Teachers with minimum required qualifications at primary level,89.7
418,Lao People's Dem. Rep.,2022,Teachers at lower secondary level,"23,130"
418,Lao People's Dem. Rep.,2022,Teachers with minimum required qualifications at lower secondary level,93.7
418,Lao People's Dem. Rep.,2022,Teachers at upper secondary level,"12,455"
418,Lao People's Dem. Rep.,2022,Teachers with minimum required qualifications at upper secondary level,93.7
428,Latvia,2005,Teachers at primary level,"6,915"
428,Latvia,2005,Teachers at lower secondary level,"15,286"
428,Latvia,2005,Teachers at upper secondary level,"9,838"
428,Latvia,2010,Teachers at primary level,"9,566"
428,Latvia,2010,Teachers with minimum required qualifications at primary level,100.0
428,Latvia,2010,Teachers at lower secondary level,"7,710"
428,Latvia,2010,Teachers with minimum required qualifications at lower secondary level,100.0
428,Latvia,2010,Teachers at upper secondary level,"8,665"
428,Latvia,2010,Teachers with minimum required qualifications at upper secondary level,100.0
428,Latvia,2015,Teachers at primary level,"10,537"
428,Latvia,2015,Teachers with minimum required qualifications at primary level,100.0
428,Latvia,2015,Teachers at lower secondary level,"7,623"
428,Latvia,2015,Teachers with minimum required qualifications at lower secondary level,100.0
428,Latvia,2015,Teachers at upper secondary level,"7,038"
428,Latvia,2015,Teachers with minimum required qualifications at upper secondary level,100.0
428,Latvia,2021,Teachers at primary level,"10,240"
428,Latvia,2021,Teachers with minimum required qualifications at primary level,100.0
428,Latvia,2021,Teachers at lower secondary level,"7,360"
428,Latvia,2021,Teachers with minimum required qualifications at lower secondary level,100.0
428,Latvia,2021,Teachers at upper secondary level,"5,770"
428,Latvia,2021,Teachers with minimum required qualifications at upper secondary level,100.0
428,Latvia,2022,Teachers at primary level,"9,923"
428,Latvia,2022,Teachers at lower secondary level,"7,574"
428,Latvia,2022,Teachers at upper secondary level,"5,501"
422,Lebanon,2005,Teachers at primary level,"32,646"
422,Lebanon,2005,Teachers at lower secondary level,"19,599"
422,Lebanon,2005,Teachers at upper secondary level,"22,202"
422,Lebanon,2010,Teachers at primary level,"32,649"
422,Lebanon,2010,Teachers at lower secondary level,"19,764"
422,Lebanon,2010,Teachers at upper secondary level,"23,094"
422,Lebanon,2014,Teachers at primary level,"39,017"
422,Lebanon,2014,Teachers at lower secondary level,"27,880"
422,Lebanon,2014,Teachers at upper secondary level,"19,953"
422,Lebanon,2016,Teachers at primary level,"39,967"
422,Lebanon,2016,Teachers at lower secondary level,"28,801"
422,Lebanon,2016,Teachers at upper secondary level,"21,248"
422,Lebanon,2022,Teachers at primary level,"35,937"
422,Lebanon,2022,Teachers with minimum required qualifications at primary level,34.9
426,Lesotho,2005,Teachers at primary level,"10,154"
426,Lesotho,2005,Teachers with minimum required qualifications at primary level,63.7
426,Lesotho,2010,Teachers at primary level,"11,508"
426,Lesotho,2010,Teachers with minimum required qualifications at primary level,63.4
426,Lesotho,2015,Teachers at primary level,"10,930"
426,Lesotho,2015,Teachers with minimum required qualifications at primary level,79.2
426,Lesotho,2023,Teachers at primary level,"10,021"
426,Lesotho,2023,Teachers with minimum required qualifications at primary level,99.5
430,Liberia,2000,Teachers at primary level,"12,966"
430,Liberia,2000,Teachers at lower secondary level,"4,055"
430,Liberia,2009,Teachers at primary level,"22,120"
430,Liberia,2009,Teachers with minimum required qualifications at primary level,47.8
430,Liberia,2009,Teachers at lower secondary level,"8,574"
430,Liberia,2009,Teachers with minimum required qualifications at lower secondary level,63.4
430,Liberia,2014,Teachers at primary level,"25,812"
430,Liberia,2014,Teachers with minimum required qualifications at primary level,56.4
430,Liberia,2014,Teachers at lower secondary level,"10,163"
430,Liberia,2014,Teachers with minimum required qualifications at lower secondary level,60.4
430,Liberia,2014,Teachers at upper secondary level,"4,811"
430,Liberia,2014,Teachers with minimum required qualifications at upper secondary level,42.4
430,Liberia,2015,Teachers at primary level,"22,479"
430,Liberia,2015,Teachers at lower secondary level,"8,710"
430,Liberia,2015,Teachers with minimum required qualifications at lower secondary level,62.5
430,Liberia,2015,Teachers at upper secondary level,"3,624"
430,Liberia,2015,Teachers with minimum required qualifications at upper secondary level,59.9
430,Liberia,2020,Teachers at primary level,"29,288"
430,Liberia,2020,Teachers with minimum required qualifications at primary level,66.5
430,Liberia,2020,Teachers at lower secondary level,"11,550"
430,Liberia,2020,Teachers with minimum required qualifications at lower secondary level,82.2
430,Liberia,2020,Teachers at upper secondary level,"6,307"
430,Liberia,2020,Teachers with minimum required qualifications at upper secondary level,83.1
434,Libya,2005,Teachers at upper secondary level,"67,042"
434,Libya,2006,Teachers at upper secondary level,"74,332"
438,Liechtenstein,2005,Teachers at primary level,260
438,Liechtenstein,2005,Teachers at lower secondary level,274
438,Liechtenstein,2005,Teachers at upper secondary level,54
438,Liechtenstein,2009,Teachers at primary level,328
438,Liechtenstein,2009,Teachers at lower secondary level,285
438,Liechtenstein,2009,Teachers at upper secondary level,54
438,Liechtenstein,2010,Teachers at primary level,337
438,Liechtenstein,2010,Teachers at lower secondary level,317
438,Liechtenstein,2015,Teachers at primary level,252
438,Liechtenstein,2015,Teachers at lower secondary level,254
438,Liechtenstein,2015,Teachers at upper secondary level,84
438,Liechtenstein,2021,Teachers at primary level,283
438,Liechtenstein,2021,Teachers at lower secondary level,264
438,Liechtenstein,2021,Teachers at upper secondary level,60
440,Lithuania,2005,Teachers at primary level,"11,237"
440,Lithuania,2010,Teachers at primary level,"9,531"
440,Lithuania,2010,Teachers with minimum required qualifications at primary level,94.8
440,Lithuania,2015,Teachers at primary level,"8,401"
440,Lithuania,2015,Teachers with minimum required qualifications at primary level,94.5
440,Lithuania,2015,Teachers at lower secondary level,"24,365"
440,Lithuania,2015,Teachers at upper secondary level,"9,000"
440,Lithuania,2020,Teachers at primary level,"8,547"
440,Lithuania,2020,Teachers with minimum required qualifications at primary level,91.3
440,Lithuania,2020,Teachers at lower secondary level,"20,849"
440,Lithuania,2020,Teachers at upper secondary level,"7,107"
440,Lithuania,2021,Teachers at primary level,"8,439"
440,Lithuania,2021,Teachers at lower secondary level,"20,513"
440,Lithuania,2021,Teachers at upper secondary level,"6,950"
442,Luxembourg,2005,Teachers at primary level,"3,091"
442,Luxembourg,2010,Teachers at primary level,"3,786"
442,Luxembourg,2010,Teachers at lower secondary level,"1,883"
442,Luxembourg,2010,Teachers at upper secondary level,"3,124"
442,Luxembourg,2015,Teachers at primary level,"4,247"
442,Luxembourg,2015,Teachers at lower secondary level,"2,069"
442,Luxembourg,2015,Teachers at upper secondary level,"2,909"
442,Luxembourg,2021,Teachers at primary level,"5,491"
442,Luxembourg,2021,Teachers at lower secondary level,"2,668"
442,Luxembourg,2021,Teachers at upper secondary level,"3,367"
450,Madagascar,2005,Teachers at primary level,"67,137"
450,Madagascar,2009,Teachers at primary level,"90,265"
450,Madagascar,2009,Teachers at lower secondary level,"32,706"
450,Madagascar,2009,Teachers at upper secondary level,"10,833"
450,Madagascar,2010,Teachers at primary level,"105,673"
450,Madagascar,2014,Teachers at primary level,"110,528"
450,Madagascar,2014,Teachers with minimum required qualifications at primary level,16.7
450,Madagascar,2014,Teachers at lower secondary level,"46,858"
450,Madagascar,2014,Teachers with minimum required qualifications at lower secondary level,21.9
450,Madagascar,2014,Teachers at upper secondary level,"17,764"
450,Madagascar,2014,Teachers with minimum required qualifications at upper secondary level,17.4
450,Madagascar,2015,Teachers at primary level,"115,640"
450,Madagascar,2015,Teachers with minimum required qualifications at primary level,15.1
450,Madagascar,2019,Teachers at primary level,"126,649"
450,Madagascar,2019,Teachers with minimum required qualifications at primary level,15.3
450,Madagascar,2019,Teachers at lower secondary level,"58,153"
450,Madagascar,2019,Teachers with minimum required qualifications at lower secondary level,21.9
450,Madagascar,2019,Teachers at upper secondary level,"19,995"
450,Madagascar,2019,Teachers with minimum required qualifications at upper secondary level,15.9
450,Madagascar,2022,Teachers at primary level,"133,704"
454,Malawi,2010,Teachers at primary level,"43,110"
454,Malawi,2010,Teachers with minimum required qualifications at primary level,95.9
454,Malawi,2013,Teachers at primary level,"57,148"
454,Malawi,2013,Teachers with minimum required qualifications at primary level,90.8
454,Malawi,2015,Teachers at primary level,"60,488"
454,Malawi,2023,Teachers at primary level,"84,798"
454,Malawi,2023,Teachers with minimum required qualifications at primary level,95.9
458,Malaysia,2004,Teachers at primary level,"180,682"
458,Malaysia,2004,Teachers with minimum required qualifications at primary level,91.0
458,Malaysia,2004,Teachers at lower secondary level,"86,906"
458,Malaysia,2004,Teachers at upper secondary level,"61,918"
458,Malaysia,2005,Teachers at primary level,"189,521"
458,Malaysia,2005,Teachers with minimum required qualifications at primary level,91.9
458,Malaysia,2010,Teachers at primary level,"256,615"
458,Malaysia,2010,Teachers with minimum required qualifications at primary level,95.4
458,Malaysia,2015,Teachers at primary level,"269,757"
458,Malaysia,2015,Teachers with minimum required qualifications at primary level,99.9
458,Malaysia,2022,Teachers at primary level,"253,358"
458,Malaysia,2022,Teachers with minimum required qualifications at primary level,88.1
462,Maldives,2003,Teachers at primary level,"3,644"
462,Maldives,2003,Teachers with minimum required qualifications at primary level,60.8
462,Maldives,2003,Teachers at lower secondary level,"1,781"
462,Maldives,2003,Teachers at upper secondary level,307
462,Maldives,2005,Teachers at primary level,"2,882"
462,Maldives,2005,Teachers with minimum required qualifications at primary level,64.3
462,Maldives,2005,Teachers at lower secondary level,"2,067"
462,Maldives,2005,Teachers with minimum required qualifications at lower secondary level,84.7
462,Maldives,2010,Teachers at primary level,"3,602"
462,Maldives,2010,Teachers with minimum required qualifications at primary level,76.0
462,Maldives,2010,Teachers at lower secondary level,"3,085"
462,Maldives,2010,Teachers with minimum required qualifications at lower secondary level,97.6
462,Maldives,2010,Teachers at upper secondary level,401
462,Maldives,2010,Teachers with minimum required qualifications at upper secondary level,94.5
462,Maldives,2015,Teachers at primary level,"4,075"
462,Maldives,2015,Teachers with minimum required qualifications at primary level,82.8
462,Maldives,2015,Teachers at lower secondary level,"2,769"
462,Maldives,2015,Teachers with minimum required qualifications at lower secondary level,93.3
462,Maldives,2015,Teachers at upper secondary level,582
462,Maldives,2015,Teachers with minimum required qualifications at upper secondary level,94.0
462,Maldives,2019,Teachers at primary level,"4,951"
462,Maldives,2019,Teachers with minimum required qualifications at primary level,88.8
462,Maldives,2019,Teachers at lower secondary level,"2,989"
462,Maldives,2019,Teachers with minimum required qualifications at lower secondary level,94.1
462,Maldives,2019,Teachers at upper secondary level,693
462,Maldives,2019,Teachers with minimum required qualifications at upper secondary level,91.3
466,Mali,2000,Teachers at primary level,"15,567"
466,Mali,2000,Teachers at lower secondary level,"5,158"
466,Mali,2000,Teachers at upper secondary level,"3,741"
466,Mali,2005,Teachers at primary level,"27,688"
466,Mali,2005,Teachers at lower secondary level,"8,350"
466,Mali,2005,Teachers with minimum required qualifications at lower secondary level,80.0
466,Mali,2008,Teachers at primary level,"35,442"
466,Mali,2008,Teachers with minimum required qualifications at primary level,50.1
466,Mali,2008,Teachers at lower secondary level,"11,444"
466,Mali,2008,Teachers with minimum required qualifications at lower secondary level,76.7
466,Mali,2008,Teachers at upper secondary level,"14,546"
466,Mali,2008,Teachers with minimum required qualifications at upper secondary level,83.8
466,Mali,2009,Teachers at primary level,"38,413"
466,Mali,2009,Teachers with minimum required qualifications at primary level,50.0
466,Mali,2009,Teachers at lower secondary level,"12,155"
466,Mali,2009,Teachers with minimum required qualifications at lower secondary level,73.7
466,Mali,2009,Teachers at upper secondary level,"17,153"
466,Mali,2010,Teachers at primary level,"40,052"
466,Mali,2010,Teachers at lower secondary level,"13,774"
466,Mali,2011,Teachers at primary level,"43,629"
466,Mali,2011,Teachers with minimum required qualifications at primary level,52.4
466,Mali,2011,Teachers at lower secondary level,"15,214"
466,Mali,2011,Teachers with minimum required qualifications at lower secondary level,72.5
466,Mali,2011,Teachers at upper secondary level,"18,006"
466,Mali,2015,Teachers at primary level,"52,148"
466,Mali,2015,Teachers at lower secondary level,"22,021"
466,Mali,2015,Teachers at upper secondary level,"27,241"
466,Mali,2018,Teachers at primary level,"65,485"
466,Mali,2018,Teachers at lower secondary level,"23,636"
466,Mali,2018,Teachers with minimum required qualifications at lower secondary level,55.4
466,Mali,2021,Teachers at primary level,"68,691"
466,Mali,2021,Teachers at lower secondary level,"34,503"
466,Mali,2021,Teachers at upper secondary level,"25,019"
470,Malta,2005,Teachers at primary level,"1,608"
470,Malta,2006,Teachers at primary level,"1,611"
470,Malta,2006,Teachers at lower secondary level,"2,911"
470,Malta,2006,Teachers at upper secondary level,557
470,Malta,2010,Teachers at primary level,"1,748"
470,Malta,2010,Teachers at lower secondary level,"3,292"
470,Malta,2015,Teachers at primary level,"1,825"
470,Malta,2015,Teachers with minimum required qualifications at primary level,84.7
470,Malta,2015,Teachers at lower secondary level,"1,845"
470,Malta,2015,Teachers at upper secondary level,"1,930"
470,Malta,2021,Teachers at primary level,"2,102"
470,Malta,2021,Teachers with minimum required qualifications at primary level,83.5
470,Malta,2021,Teachers at lower secondary level,"2,045"
470,Malta,2021,Teachers at upper secondary level,"2,568"
584,Marshall Islands,2002,Teachers at primary level,517
584,Marshall Islands,2002,Teachers at lower secondary level,180
584,Marshall Islands,2002,Teachers at upper secondary level,201
584,Marshall Islands,2003,Teachers at lower secondary level,183
584,Marshall Islands,2003,Teachers at upper secondary level,204
584,Marshall Islands,2009,Teachers at upper secondary level,244
584,Marshall Islands,2022,Teachers at primary level,488
584,Marshall Islands,2022,Teachers with minimum required qualifications at primary level,52.5
584,Marshall Islands,2022,Teachers at lower secondary level,240
584,Marshall Islands,2022,Teachers with minimum required qualifications at lower secondary level,68.4
584,Marshall Islands,2022,Teachers at upper secondary level,195
584,Marshall Islands,2022,Teachers with minimum required qualifications at upper secondary level,80.2
478,Mauritania,2003,Teachers at primary level,"9,606"
478,Mauritania,2003,Teachers at lower secondary level,"1,896"
478,Mauritania,2003,Teachers with minimum required qualifications at lower secondary level,63.3
478,Mauritania,2003,Teachers at upper secondary level,"1,341"
478,Mauritania,2005,Teachers at primary level,"11,001"
478,Mauritania,2005,Teachers with minimum required qualifications at primary level,100.0
478,Mauritania,2006,Teachers at primary level,"11,252"
478,Mauritania,2006,Teachers with minimum required qualifications at primary level,100.0
478,Mauritania,2006,Teachers at lower secondary level,"2,033"
478,Mauritania,2006,Teachers with minimum required qualifications at lower secondary level,100.0
478,Mauritania,2006,Teachers at upper secondary level,"1,744"
478,Mauritania,2006,Teachers with minimum required qualifications at upper secondary level,100.0
478,Mauritania,2009,Teachers at primary level,"13,131"
478,Mauritania,2009,Teachers with minimum required qualifications at primary level,100.0
478,Mauritania,2009,Teachers at lower secondary level,"1,856"
478,Mauritania,2009,Teachers with minimum required qualifications at lower secondary level,100.0
478,Mauritania,2010,Teachers at primary level,"14,303"
478,Mauritania,2010,Teachers with minimum required qualifications at primary level,100.0
478,Mauritania,2014,Teachers at primary level,"17,227"
478,Mauritania,2014,Teachers with minimum required qualifications at primary level,91.2
478,Mauritania,2014,Teachers at lower secondary level,"2,467"
478,Mauritania,2014,Teachers with minimum required qualifications at lower secondary level,100.0
478,Mauritania,2014,Teachers at upper secondary level,"2,941"
478,Mauritania,2014,Teachers with minimum required qualifications at upper secondary level,75.9
478,Mauritania,2015,Teachers at primary level,"17,669"
478,Mauritania,2015,Teachers at lower secondary level,"2,540"
478,Mauritania,2015,Teachers with minimum required qualifications at lower secondary level,100.0
478,Mauritania,2015,Teachers at upper secondary level,"3,051"
478,Mauritania,2019,Teachers at primary level,"16,630"
478,Mauritania,2019,Teachers with minimum required qualifications at primary level,96.9
478,Mauritania,2019,Teachers at lower secondary level,"4,538"
478,Mauritania,2019,Teachers with minimum required qualifications at lower secondary level,93.0
478,Mauritania,2019,Teachers at upper secondary level,"4,491"
478,Mauritania,2019,Teachers with minimum required qualifications at upper secondary level,92.1
480,Mauritius,2005,Teachers at primary level,"5,531"
480,Mauritius,2005,Teachers with minimum required qualifications at primary level,100.0
480,Mauritius,2010,Teachers at primary level,"5,472"
480,Mauritius,2010,Teachers with minimum required qualifications at primary level,100.0
480,Mauritius,2015,Teachers at primary level,"5,400"
480,Mauritius,2015,Teachers with minimum required qualifications at primary level,100.0
480,Mauritius,2021,Teachers at primary level,"5,936"
480,Mauritius,2021,Teachers with minimum required qualifications at primary level,100.0
