Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
418,Lao People's Dem. Rep.,2010,Ratio of girls to boys in lower secondary education,0.84
418,Lao People's Dem. Rep.,2015,Ratio of girls to boys in lower secondary education,0.94
418,Lao People's Dem. Rep.,2020,Ratio of girls to boys in lower secondary education,0.97
418,Lao People's Dem. Rep.,2021,Ratio of girls to boys in lower secondary education,0.98
418,Lao People's Dem. Rep.,2022,Ratio of girls to boys in lower secondary education,1.00
418,Lao People's Dem. Rep.,2005,Ratio of girls to boys in upper secondary education,0.72
418,Lao People's Dem. Rep.,2010,Ratio of girls to boys in upper secondary education,0.83
418,Lao People's Dem. Rep.,2015,Ratio of girls to boys in upper secondary education,0.91
418,Lao People's Dem. Rep.,2020,Ratio of girls to boys in upper secondary education,0.90
418,Lao People's Dem. Rep.,2021,Ratio of girls to boys in upper secondary education,0.90
418,Lao People's Dem. Rep.,2022,Ratio of girls to boys in upper secondary education,0.92
428,Latvia,1995,Ratio of girls to boys in primary education,0.94
428,Latvia,2005,Ratio of girls to boys in primary education,0.98
428,Latvia,2010,Ratio of girls to boys in primary education,0.98
428,Latvia,2015,Ratio of girls to boys in primary education,1.00
428,Latvia,2020,Ratio of girls to boys in primary education,1.00
428,Latvia,2021,Ratio of girls to boys in primary education,1.00
428,Latvia,2022,Ratio of girls to boys in primary education,1.00
428,Latvia,1995,Ratio of girls to boys in lower secondary education,0.98
428,Latvia,2005,Ratio of girls to boys in lower secondary education,0.96
428,Latvia,2010,Ratio of girls to boys in lower secondary education,0.96
428,Latvia,2015,Ratio of girls to boys in lower secondary education,0.97
428,Latvia,2020,Ratio of girls to boys in lower secondary education,0.99
428,Latvia,2021,Ratio of girls to boys in lower secondary education,1.00
428,Latvia,2022,Ratio of girls to boys in lower secondary education,0.99
428,Latvia,1995,Ratio of girls to boys in upper secondary education,1.15
428,Latvia,2005,Ratio of girls to boys in upper secondary education,1.04
428,Latvia,2010,Ratio of girls to boys in upper secondary education,1.01
428,Latvia,2015,Ratio of girls to boys in upper secondary education,0.99
428,Latvia,2020,Ratio of girls to boys in upper secondary education,1.02
428,Latvia,2021,Ratio of girls to boys in upper secondary education,1.03
428,Latvia,2022,Ratio of girls to boys in upper secondary education,1.02
422,Lebanon,1995,Ratio of girls to boys in primary education,0.98
426,Lesotho,1995,Ratio of girls to boys in primary education,1.10
426,Lesotho,2005,Ratio of girls to boys in primary education,0.99
426,Lesotho,2010,Ratio of girls to boys in primary education,0.96
426,Lesotho,2015,Ratio of girls to boys in primary education,0.95
426,Lesotho,2022,Ratio of girls to boys in primary education,0.95
426,Lesotho,2005,Ratio of girls to boys in lower secondary education,1.23
426,Lesotho,2010,Ratio of girls to boys in lower secondary education,1.28
426,Lesotho,2015,Ratio of girls to boys in lower secondary education,1.25
426,Lesotho,2005,Ratio of girls to boys in upper secondary education,1.13
426,Lesotho,2010,Ratio of girls to boys in upper secondary education,1.25
426,Lesotho,2015,Ratio of girls to boys in upper secondary education,1.24
430,Liberia,2015,Ratio of girls to boys in primary education,0.89
430,Liberia,2020,Ratio of girls to boys in primary education,0.98
430,Liberia,2015,Ratio of girls to boys in lower secondary education,0.78
430,Liberia,2020,Ratio of girls to boys in lower secondary education,0.97
430,Liberia,2015,Ratio of girls to boys in upper secondary education,0.73
430,Liberia,2020,Ratio of girls to boys in upper secondary education,0.96
434,Libya,2005,Ratio of girls to boys in primary education,0.97
434,Libya,2005,Ratio of girls to boys in lower secondary education,1.00
434,Libya,2005,Ratio of girls to boys in upper secondary education,1.29
438,Liechtenstein,2005,Ratio of girls to boys in primary education,1.02
438,Liechtenstein,2010,Ratio of girls to boys in primary education,0.94
438,Liechtenstein,2015,Ratio of girls to boys in primary education,0.98
438,Liechtenstein,2020,Ratio of girls to boys in primary education,0.97
438,Liechtenstein,2021,Ratio of girls to boys in primary education,0.98
438,Liechtenstein,2005,Ratio of girls to boys in lower secondary education,0.99
438,Liechtenstein,2010,Ratio of girls to boys in lower secondary education,1.00
438,Liechtenstein,2015,Ratio of girls to boys in lower secondary education,0.92
438,Liechtenstein,2020,Ratio of girls to boys in lower secondary education,0.97
438,Liechtenstein,2021,Ratio of girls to boys in lower secondary education,0.97
438,Liechtenstein,2005,Ratio of girls to boys in upper secondary education,0.77
438,Liechtenstein,2010,Ratio of girls to boys in upper secondary education,0.70
438,Liechtenstein,2015,Ratio of girls to boys in upper secondary education,0.66
438,Liechtenstein,2020,Ratio of girls to boys in upper secondary education,0.76
438,Liechtenstein,2021,Ratio of girls to boys in upper secondary education,0.75
440,Lithuania,1995,Ratio of girls to boys in primary education,0.94
440,Lithuania,2005,Ratio of girls to boys in primary education,0.99
440,Lithuania,2010,Ratio of girls to boys in primary education,0.99
440,Lithuania,2015,Ratio of girls to boys in primary education,1.00
440,Lithuania,2020,Ratio of girls to boys in primary education,1.00
440,Lithuania,2021,Ratio of girls to boys in primary education,1.00
440,Lithuania,2005,Ratio of girls to boys in lower secondary education,0.98
440,Lithuania,2010,Ratio of girls to boys in lower secondary education,0.97
440,Lithuania,2015,Ratio of girls to boys in lower secondary education,0.96
440,Lithuania,2020,Ratio of girls to boys in lower secondary education,0.98
440,Lithuania,2021,Ratio of girls to boys in lower secondary education,0.99
440,Lithuania,2005,Ratio of girls to boys in upper secondary education,1.05
440,Lithuania,2010,Ratio of girls to boys in upper secondary education,1.01
440,Lithuania,2015,Ratio of girls to boys in upper secondary education,0.95
440,Lithuania,2020,Ratio of girls to boys in upper secondary education,0.96
440,Lithuania,2021,Ratio of girls to boys in upper secondary education,0.95
442,Luxembourg,2005,Ratio of girls to boys in primary education,1.00
442,Luxembourg,2010,Ratio of girls to boys in primary education,1.01
442,Luxembourg,2015,Ratio of girls to boys in primary education,1.00
442,Luxembourg,2020,Ratio of girls to boys in primary education,1.00
442,Luxembourg,2021,Ratio of girls to boys in primary education,1.00
442,Luxembourg,1995,Ratio of girls to boys in lower secondary education,1.06
442,Luxembourg,2005,Ratio of girls to boys in lower secondary education,1.04
442,Luxembourg,2010,Ratio of girls to boys in lower secondary education,1.02
442,Luxembourg,2015,Ratio of girls to boys in lower secondary education,1.01
442,Luxembourg,2020,Ratio of girls to boys in lower secondary education,0.96
442,Luxembourg,2021,Ratio of girls to boys in lower secondary education,0.94
442,Luxembourg,1995,Ratio of girls to boys in upper secondary education,0.96
442,Luxembourg,2005,Ratio of girls to boys in upper secondary education,1.08
442,Luxembourg,2010,Ratio of girls to boys in upper secondary education,1.04
442,Luxembourg,2015,Ratio of girls to boys in upper secondary education,1.06
442,Luxembourg,2020,Ratio of girls to boys in upper secondary education,1.06
442,Luxembourg,2021,Ratio of girls to boys in upper secondary education,1.08
450,Madagascar,1995,Ratio of girls to boys in primary education,1.05
450,Madagascar,2005,Ratio of girls to boys in primary education,0.98
450,Madagascar,2010,Ratio of girls to boys in primary education,1.00
450,Madagascar,2015,Ratio of girls to boys in primary education,1.01
450,Madagascar,2020,Ratio of girls to boys in primary education,1.02
450,Madagascar,2021,Ratio of girls to boys in primary education,1.03
450,Madagascar,2022,Ratio of girls to boys in primary education,1.03
450,Madagascar,2005,Ratio of girls to boys in lower secondary education,1.00
450,Madagascar,2015,Ratio of girls to boys in lower secondary education,1.02
450,Madagascar,2021,Ratio of girls to boys in lower secondary education,1.07
450,Madagascar,2005,Ratio of girls to boys in upper secondary education,0.91
450,Madagascar,2015,Ratio of girls to boys in upper secondary education,0.95
450,Madagascar,2021,Ratio of girls to boys in upper secondary education,1.03
454,Malawi,1995,Ratio of girls to boys in primary education,0.90
454,Malawi,2005,Ratio of girls to boys in primary education,0.98
454,Malawi,2010,Ratio of girls to boys in primary education,0.99
454,Malawi,2015,Ratio of girls to boys in primary education,1.00
454,Malawi,2021,Ratio of girls to boys in primary education,1.04
454,Malawi,2022,Ratio of girls to boys in primary education,1.03
454,Malawi,2005,Ratio of girls to boys in lower secondary education,0.78
454,Malawi,2010,Ratio of girls to boys in lower secondary education,0.88
454,Malawi,2015,Ratio of girls to boys in lower secondary education,0.90
454,Malawi,2021,Ratio of girls to boys in lower secondary education,1.03
454,Malawi,2022,Ratio of girls to boys in lower secondary education,1.05
454,Malawi,2005,Ratio of girls to boys in upper secondary education,0.62
454,Malawi,2010,Ratio of girls to boys in upper secondary education,0.68
454,Malawi,2015,Ratio of girls to boys in upper secondary education,0.80
454,Malawi,2021,Ratio of girls to boys in upper secondary education,0.90
454,Malawi,2022,Ratio of girls to boys in upper secondary education,0.91
458,Malaysia,1995,Ratio of girls to boys in primary education,1.00
458,Malaysia,2005,Ratio of girls to boys in primary education,1.01
458,Malaysia,2010,Ratio of girls to boys in primary education,1.01
458,Malaysia,2015,Ratio of girls to boys in primary education,1.00
458,Malaysia,2020,Ratio of girls to boys in primary education,1.02
458,Malaysia,2021,Ratio of girls to boys in primary education,1.02
458,Malaysia,2022,Ratio of girls to boys in primary education,1.00
458,Malaysia,2005,Ratio of girls to boys in lower secondary education,1.03
458,Malaysia,2010,Ratio of girls to boys in lower secondary education,1.02
458,Malaysia,2015,Ratio of girls to boys in lower secondary education,1.05
458,Malaysia,2020,Ratio of girls to boys in lower secondary education,1.02
458,Malaysia,2021,Ratio of girls to boys in lower secondary education,1.01
458,Malaysia,2022,Ratio of girls to boys in lower secondary education,1.01
458,Malaysia,2005,Ratio of girls to boys in upper secondary education,1.20
458,Malaysia,2010,Ratio of girls to boys in upper secondary education,1.15
458,Malaysia,2015,Ratio of girls to boys in upper secondary education,1.12
458,Malaysia,2020,Ratio of girls to boys in upper secondary education,1.11
458,Malaysia,2021,Ratio of girls to boys in upper secondary education,1.10
458,Malaysia,2022,Ratio of girls to boys in upper secondary education,1.10
462,Maldives,1995,Ratio of girls to boys in primary education,1.02
462,Maldives,2005,Ratio of girls to boys in primary education,1.02
462,Maldives,2010,Ratio of girls to boys in primary education,1.02
462,Maldives,2015,Ratio of girls to boys in primary education,1.04
462,Maldives,2020,Ratio of girls to boys in primary education,1.03
462,Maldives,2005,Ratio of girls to boys in lower secondary education,1.16
462,Maldives,2010,Ratio of girls to boys in lower secondary education,1.18
462,Maldives,2015,Ratio of girls to boys in lower secondary education,1.04
462,Maldives,2020,Ratio of girls to boys in lower secondary education,1.06
466,Mali,1995,Ratio of girls to boys in primary education,0.68
466,Mali,2005,Ratio of girls to boys in primary education,0.79
466,Mali,2010,Ratio of girls to boys in primary education,0.86
466,Mali,2015,Ratio of girls to boys in primary education,0.89
466,Mali,2020,Ratio of girls to boys in primary education,0.90
466,Mali,2021,Ratio of girls to boys in primary education,0.91
466,Mali,2005,Ratio of girls to boys in lower secondary education,0.63
466,Mali,2010,Ratio of girls to boys in lower secondary education,0.73
466,Mali,2015,Ratio of girls to boys in lower secondary education,0.85
466,Mali,2020,Ratio of girls to boys in lower secondary education,0.90
466,Mali,2021,Ratio of girls to boys in lower secondary education,0.90
466,Mali,2005,Ratio of girls to boys in upper secondary education,0.58
466,Mali,2010,Ratio of girls to boys in upper secondary education,0.62
466,Mali,2015,Ratio of girls to boys in upper secondary education,0.69
466,Mali,2020,Ratio of girls to boys in upper secondary education,0.81
470,Malta,1995,Ratio of girls to boys in primary education,0.98
470,Malta,2005,Ratio of girls to boys in primary education,0.98
470,Malta,2010,Ratio of girls to boys in primary education,0.99
470,Malta,2015,Ratio of girls to boys in primary education,1.03
470,Malta,2020,Ratio of girls to boys in primary education,0.99
470,Malta,2021,Ratio of girls to boys in primary education,0.99
470,Malta,2022,Ratio of girls to boys in primary education,1.00
470,Malta,2005,Ratio of girls to boys in lower secondary education,1.02
470,Malta,2010,Ratio of girls to boys in lower secondary education,0.97
470,Malta,2015,Ratio of girls to boys in lower secondary education,0.99
470,Malta,2020,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2021,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2022,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2005,Ratio of girls to boys in upper secondary education,0.81
470,Malta,2010,Ratio of girls to boys in upper secondary education,0.76
470,Malta,2015,Ratio of girls to boys in upper secondary education,1.09
470,Malta,2020,Ratio of girls to boys in upper secondary education,1.06
470,Malta,2021,Ratio of girls to boys in upper secondary education,1.03
470,Malta,2022,Ratio of girls to boys in upper secondary education,1.03
584,Marshall Islands,2005,Ratio of girls to boys in primary education,1.21
584,Marshall Islands,2015,Ratio of girls to boys in primary education,0.99
584,Marshall Islands,2020,Ratio of girls to boys in primary education,1.01
584,Marshall Islands,2021,Ratio of girls to boys in primary education,1.00
584,Marshall Islands,2022,Ratio of girls to boys in primary education,1.03
584,Marshall Islands,2005,Ratio of girls to boys in lower secondary education,0.97
584,Marshall Islands,2015,Ratio of girls to boys in lower secondary education,1.09
584,Marshall Islands,2020,Ratio of girls to boys in lower secondary education,1.12
584,Marshall Islands,2021,Ratio of girls to boys in lower secondary education,1.03
584,Marshall Islands,2022,Ratio of girls to boys in lower secondary education,1.00
584,Marshall Islands,2005,Ratio of girls to boys in upper secondary education,1.05
584,Marshall Islands,2015,Ratio of girls to boys in upper secondary education,1.14
584,Marshall Islands,2020,Ratio of girls to boys in upper secondary education,1.14
584,Marshall Islands,2021,Ratio of girls to boys in upper secondary education,1.15
584,Marshall Islands,2022,Ratio of girls to boys in upper secondary education,1.13
474,Martinique,1995,Ratio of girls to boys in primary education,0.99
478,Mauritania,1995,Ratio of girls to boys in primary education,0.84
478,Mauritania,2005,Ratio of girls to boys in primary education,1.02
478,Mauritania,2010,Ratio of girls to boys in primary education,1.01
478,Mauritania,2015,Ratio of girls to boys in primary education,1.02
478,Mauritania,2020,Ratio of girls to boys in primary education,1.07
478,Mauritania,1995,Ratio of girls to boys in lower secondary education,0.61
478,Mauritania,2005,Ratio of girls to boys in lower secondary education,0.88
478,Mauritania,2010,Ratio of girls to boys in lower secondary education,0.85
478,Mauritania,2015,Ratio of girls to boys in lower secondary education,0.89
478,Mauritania,2020,Ratio of girls to boys in lower secondary education,1.04
478,Mauritania,1995,Ratio of girls to boys in upper secondary education,0.52
478,Mauritania,2005,Ratio of girls to boys in upper secondary education,0.85
478,Mauritania,2010,Ratio of girls to boys in upper secondary education,0.74
478,Mauritania,2015,Ratio of girls to boys in upper secondary education,0.79
478,Mauritania,2020,Ratio of girls to boys in upper secondary education,1.00
480,Mauritius,1995,Ratio of girls to boys in primary education,1.01
480,Mauritius,2005,Ratio of girls to boys in primary education,1.00
480,Mauritius,2010,Ratio of girls to boys in primary education,1.00
480,Mauritius,2015,Ratio of girls to boys in primary education,1.01
480,Mauritius,2020,Ratio of girls to boys in primary education,1.01
480,Mauritius,2021,Ratio of girls to boys in primary education,1.02
480,Mauritius,2005,Ratio of girls to boys in lower secondary education,1.01
480,Mauritius,2010,Ratio of girls to boys in lower secondary education,1.02
480,Mauritius,2015,Ratio of girls to boys in lower secondary education,0.97
480,Mauritius,2020,Ratio of girls to boys in lower secondary education,0.97
480,Mauritius,2021,Ratio of girls to boys in lower secondary education,0.95
480,Mauritius,2005,Ratio of girls to boys in upper secondary education,0.95
480,Mauritius,2010,Ratio of girls to boys in upper secondary education,1.06
480,Mauritius,2015,Ratio of girls to boys in upper secondary education,1.11
480,Mauritius,2020,Ratio of girls to boys in upper secondary education,1.10
484,Mexico,1995,Ratio of girls to boys in primary education,0.96
484,Mexico,2005,Ratio of girls to boys in primary education,0.98
484,Mexico,2010,Ratio of girls to boys in primary education,0.99
484,Mexico,2015,Ratio of girls to boys in primary education,0.99
484,Mexico,2020,Ratio of girls to boys in primary education,1.00
484,Mexico,2021,Ratio of girls to boys in primary education,1.00
484,Mexico,2022,Ratio of girls to boys in primary education,1.00
484,Mexico,1995,Ratio of girls to boys in lower secondary education,0.98
484,Mexico,2005,Ratio of girls to boys in lower secondary education,1.07
484,Mexico,2010,Ratio of girls to boys in lower secondary education,1.08
484,Mexico,2015,Ratio of girls to boys in lower secondary education,1.09
484,Mexico,2020,Ratio of girls to boys in lower secondary education,1.10
484,Mexico,2021,Ratio of girls to boys in lower secondary education,1.11
484,Mexico,2022,Ratio of girls to boys in lower secondary education,1.12
484,Mexico,1995,Ratio of girls to boys in upper secondary education,0.97
484,Mexico,2005,Ratio of girls to boys in upper secondary education,1.05
484,Mexico,2010,Ratio of girls to boys in upper secondary education,1.06
484,Mexico,2015,Ratio of girls to boys in upper secondary education,1.03
484,Mexico,2020,Ratio of girls to boys in upper secondary education,1.08
484,Mexico,2021,Ratio of girls to boys in upper secondary education,1.10
484,Mexico,2022,Ratio of girls to boys in upper secondary education,1.13
583,Micronesia (Fed. States of),2005,Ratio of girls to boys in primary education,0.97
583,Micronesia (Fed. States of),2015,Ratio of girls to boys in primary education,0.94
583,Micronesia (Fed. States of),2020,Ratio of girls to boys in primary education,1.01
583,Micronesia (Fed. States of),2021,Ratio of girls to boys in primary education,1.00
583,Micronesia (Fed. States of),2022,Ratio of girls to boys in primary education,1.00
583,Micronesia (Fed. States of),2005,Ratio of girls to boys in lower secondary education,1.06
583,Micronesia (Fed. States of),2015,Ratio of girls to boys in lower secondary education,1.01
583,Micronesia (Fed. States of),2020,Ratio of girls to boys in lower secondary education,1.06
583,Micronesia (Fed. States of),2021,Ratio of girls to boys in lower secondary education,1.06
583,Micronesia (Fed. States of),2022,Ratio of girls to boys in lower secondary education,1.04
583,Micronesia (Fed. States of),2005,Ratio of girls to boys in upper secondary education,1.02
492,Monaco,1995,Ratio of girls to boys in primary education,0.97
492,Monaco,1995,Ratio of girls to boys in lower secondary education,1.03
492,Monaco,1995,Ratio of girls to boys in upper secondary education,1.01
496,Mongolia,1995,Ratio of girls to boys in primary education,1.02
496,Mongolia,2005,Ratio of girls to boys in primary education,1.00
496,Mongolia,2010,Ratio of girls to boys in primary education,0.99
496,Mongolia,2015,Ratio of girls to boys in primary education,1.00
496,Mongolia,2020,Ratio of girls to boys in primary education,1.00
496,Mongolia,2021,Ratio of girls to boys in primary education,1.01
496,Mongolia,2022,Ratio of girls to boys in primary education,1.01
496,Mongolia,1995,Ratio of girls to boys in lower secondary education,1.22
496,Mongolia,2005,Ratio of girls to boys in lower secondary education,1.07
496,Mongolia,2010,Ratio of girls to boys in lower secondary education,1.05
496,Mongolia,2020,Ratio of girls to boys in lower secondary education,1.03
496,Mongolia,2021,Ratio of girls to boys in lower secondary education,1.02
496,Mongolia,2022,Ratio of girls to boys in lower secondary education,1.02
496,Mongolia,1995,Ratio of girls to boys in upper secondary education,1.44
496,Mongolia,2005,Ratio of girls to boys in upper secondary education,1.19
496,Mongolia,2010,Ratio of girls to boys in upper secondary education,1.13
496,Mongolia,2015,Ratio of girls to boys in upper secondary education,1.07
496,Mongolia,2020,Ratio of girls to boys in upper secondary education,1.08
496,Mongolia,2021,Ratio of girls to boys in upper secondary education,1.08
496,Mongolia,2022,Ratio of girls to boys in upper secondary education,1.07
499,Montenegro,2005,Ratio of girls to boys in primary education,0.96
499,Montenegro,2010,Ratio of girls to boys in primary education,0.96
499,Montenegro,2015,Ratio of girls to boys in primary education,0.97
499,Montenegro,2020,Ratio of girls to boys in primary education,0.99
499,Montenegro,2021,Ratio of girls to boys in primary education,1.00
499,Montenegro,2022,Ratio of girls to boys in primary education,1.00
499,Montenegro,2005,Ratio of girls to boys in lower secondary education,0.96
499,Montenegro,2010,Ratio of girls to boys in lower secondary education,0.96
499,Montenegro,2015,Ratio of girls to boys in lower secondary education,0.97
499,Montenegro,2020,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2021,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2022,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2005,Ratio of girls to boys in upper secondary education,1.02
499,Montenegro,2010,Ratio of girls to boys in upper secondary education,1.02
499,Montenegro,2015,Ratio of girls to boys in upper secondary education,0.97
499,Montenegro,2020,Ratio of girls to boys in upper secondary education,1.00
499,Montenegro,2021,Ratio of girls to boys in upper secondary education,1.00
499,Montenegro,2022,Ratio of girls to boys in upper secondary education,1.03
500,Montserrat,1995,Ratio of girls to boys in primary education,0.98
500,Montserrat,2005,Ratio of girls to boys in primary education,0.98
500,Montserrat,2010,Ratio of girls to boys in primary education,0.96
500,Montserrat,2015,Ratio of girls to boys in primary education,0.95
500,Montserrat,2020,Ratio of girls to boys in primary education,1.15
500,Montserrat,2021,Ratio of girls to boys in primary education,1.12
500,Montserrat,2022,Ratio of girls to boys in primary education,1.14
500,Montserrat,2005,Ratio of girls to boys in lower secondary education,1.01
500,Montserrat,2015,Ratio of girls to boys in lower secondary education,1.09
500,Montserrat,2020,Ratio of girls to boys in lower secondary education,0.81
500,Montserrat,2021,Ratio of girls to boys in lower secondary education,0.91
500,Montserrat,2022,Ratio of girls to boys in lower secondary education,0.96
500,Montserrat,2005,Ratio of girls to boys in upper secondary education,1.12
500,Montserrat,2015,Ratio of girls to boys in upper secondary education,1.01
500,Montserrat,2020,Ratio of girls to boys in upper secondary education,0.88
500,Montserrat,2021,Ratio of girls to boys in upper secondary education,1.11
500,Montserrat,2022,Ratio of girls to boys in upper secondary education,1.10
504,Morocco,1995,Ratio of girls to boys in primary education,0.75
504,Morocco,2005,Ratio of girls to boys in primary education,0.91
504,Morocco,2010,Ratio of girls to boys in primary education,0.95
504,Morocco,2015,Ratio of girls to boys in primary education,0.95
504,Morocco,2020,Ratio of girls to boys in primary education,0.97
504,Morocco,2021,Ratio of girls to boys in primary education,0.97
504,Morocco,2022,Ratio of girls to boys in primary education,0.97
504,Morocco,2005,Ratio of girls to boys in lower secondary education,0.85
504,Morocco,2010,Ratio of girls to boys in lower secondary education,0.83
504,Morocco,2015,Ratio of girls to boys in lower secondary education,0.86
504,Morocco,2020,Ratio of girls to boys in lower secondary education,0.89
504,Morocco,2021,Ratio of girls to boys in lower secondary education,0.90
504,Morocco,2022,Ratio of girls to boys in lower secondary education,0.90
504,Morocco,2005,Ratio of girls to boys in upper secondary education,0.88
504,Morocco,2010,Ratio of girls to boys in upper secondary education,0.95
504,Morocco,2020,Ratio of girls to boys in upper secondary education,1.02
504,Morocco,2021,Ratio of girls to boys in upper secondary education,1.04
504,Morocco,2022,Ratio of girls to boys in upper secondary education,1.08
508,Mozambique,1995,Ratio of girls to boys in primary education,0.72
508,Mozambique,2005,Ratio of girls to boys in primary education,0.84
508,Mozambique,2010,Ratio of girls to boys in primary education,0.89
508,Mozambique,2015,Ratio of girls to boys in primary education,0.91
508,Mozambique,2020,Ratio of girls to boys in primary education,0.94
508,Mozambique,2021,Ratio of girls to boys in primary education,0.94
508,Mozambique,2022,Ratio of girls to boys in primary education,0.95
508,Mozambique,1995,Ratio of girls to boys in lower secondary education,0.67
508,Mozambique,2005,Ratio of girls to boys in lower secondary education,0.70
508,Mozambique,2010,Ratio of girls to boys in lower secondary education,0.83
508,Mozambique,2015,Ratio of girls to boys in lower secondary education,0.92
508,Mozambique,2020,Ratio of girls to boys in lower secondary education,0.91
508,Mozambique,2021,Ratio of girls to boys in lower secondary education,0.97
508,Mozambique,2022,Ratio of girls to boys in lower secondary education,0.93
508,Mozambique,1995,Ratio of girls to boys in upper secondary education,0.56
508,Mozambique,2005,Ratio of girls to boys in upper secondary education,0.62
508,Mozambique,2010,Ratio of girls to boys in upper secondary education,0.75
508,Mozambique,2015,Ratio of girls to boys in upper secondary education,0.92
508,Mozambique,2020,Ratio of girls to boys in upper secondary education,1.00
508,Mozambique,2021,Ratio of girls to boys in upper secondary education,1.10
508,Mozambique,2022,Ratio of girls to boys in upper secondary education,0.98
104,Myanmar,1995,Ratio of girls to boys in primary education,0.98
104,Myanmar,2005,Ratio of girls to boys in primary education,1.04
104,Myanmar,2010,Ratio of girls to boys in primary education,1.03
104,Myanmar,2005,Ratio of girls to boys in lower secondary education,1.00
104,Myanmar,2010,Ratio of girls to boys in lower secondary education,1.07
104,Myanmar,2005,Ratio of girls to boys in upper secondary education,1.04
104,Myanmar,2010,Ratio of girls to boys in upper secondary education,1.14
516,Namibia,1995,Ratio of girls to boys in primary education,0.98
516,Namibia,2005,Ratio of girls to boys in primary education,0.97
516,Namibia,2010,Ratio of girls to boys in primary education,0.95
516,Namibia,2015,Ratio of girls to boys in primary education,0.94
516,Namibia,2020,Ratio of girls to boys in primary education,0.95
516,Namibia,2021,Ratio of girls to boys in primary education,0.95
516,Namibia,2022,Ratio of girls to boys in primary education,0.96
516,Namibia,1995,Ratio of girls to boys in lower secondary education,1.17
516,Namibia,2005,Ratio of girls to boys in lower secondary education,1.10
516,Namibia,2010,Ratio of girls to boys in lower secondary education,1.10
516,Namibia,2015,Ratio of girls to boys in lower secondary education,1.06
516,Namibia,2020,Ratio of girls to boys in lower secondary education,1.05
516,Namibia,2021,Ratio of girls to boys in lower secondary education,1.03
516,Namibia,2022,Ratio of girls to boys in lower secondary education,1.05
516,Namibia,1995,Ratio of girls to boys in upper secondary education,0.98
516,Namibia,2005,Ratio of girls to boys in upper secondary education,1.02
520,Nauru,2005,Ratio of girls to boys in primary education,1.04
520,Nauru,2015,Ratio of girls to boys in primary education,0.97
520,Nauru,2020,Ratio of girls to boys in primary education,1.10
520,Nauru,2022,Ratio of girls to boys in primary education,1.04
520,Nauru,2020,Ratio of girls to boys in lower secondary education,1.12
520,Nauru,2022,Ratio of girls to boys in lower secondary education,1.09
524,Nepal,1995,Ratio of girls to boys in primary education,0.69
524,Nepal,2005,Ratio of girls to boys in primary education,0.89
524,Nepal,2010,Ratio of girls to boys in primary education,0.95
524,Nepal,2015,Ratio of girls to boys in primary education,1.07
524,Nepal,2020,Ratio of girls to boys in primary education,1.02
524,Nepal,2021,Ratio of girls to boys in primary education,0.99
524,Nepal,2022,Ratio of girls to boys in primary education,0.95
524,Nepal,1995,Ratio of girls to boys in lower secondary education,0.60
524,Nepal,2005,Ratio of girls to boys in lower secondary education,0.86
524,Nepal,2010,Ratio of girls to boys in lower secondary education,0.99
524,Nepal,2015,Ratio of girls to boys in lower secondary education,1.07
524,Nepal,2020,Ratio of girls to boys in lower secondary education,1.02
524,Nepal,2021,Ratio of girls to boys in lower secondary education,1.00
524,Nepal,2022,Ratio of girls to boys in lower secondary education,0.98
524,Nepal,1995,Ratio of girls to boys in upper secondary education,0.56
524,Nepal,2005,Ratio of girls to boys in upper secondary education,0.79
524,Nepal,2010,Ratio of girls to boys in upper secondary education,0.95
524,Nepal,2015,Ratio of girls to boys in upper secondary education,1.02
524,Nepal,2020,Ratio of girls to boys in upper secondary education,1.06
524,Nepal,2021,Ratio of girls to boys in upper secondary education,1.08
524,Nepal,2022,Ratio of girls to boys in upper secondary education,1.04
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in primary education,0.98
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in primary education,0.97
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in lower secondary education,0.98
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in lower secondary education,0.96
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in lower secondary education,0.96
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in upper secondary education,0.92
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in upper secondary education,1.01
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in upper secondary education,1.03
