Region/Country/Area,Country/Area name,Year,Variables,"Enrollment in primary, lower secondary and upper secondary education levels"
584,Marshall Islands,2015,Gross enrollment ratio - Lower secondary level (female),100.9
584,Marshall Islands,2015,Students enrolled in upper secondary education (thousands),1
584,Marshall Islands,2015,Gross enrollment ratio - Upper secondary level (male),66.3
584,Marshall Islands,2015,Gross enrollment ratio - Upper secondary level (female),77.3
584,Marshall Islands,2022,Students enrolled in primary education (thousands),6
584,Marshall Islands,2022,Gross enrollment ratio - Primary (male),103.8
584,Marshall Islands,2022,Gross enrollment ratio - Primary (female),106.5
584,Marshall Islands,2022,Students enrolled in lower secondary education (thousands),3
584,Marshall Islands,2022,Gross enrollment ratio - Lower secondary level (male),148.0
584,Marshall Islands,2022,Gross enrollment ratio - Lower secondary level (female),148.5
584,Marshall Islands,2022,Students enrolled in upper secondary education (thousands),3
584,Marshall Islands,2022,Gross enrollment ratio - Upper secondary level (male),91.0
584,Marshall Islands,2022,Gross enrollment ratio - Upper secondary level (female),104.6
478,Mauritania,2005,Students enrolled in primary education (thousands),444
478,Mauritania,2005,Gross enrollment ratio - Primary (male),86.0
478,Mauritania,2005,Gross enrollment ratio - Primary (female),88.1
478,Mauritania,2005,Students enrolled in lower secondary education (thousands),55
478,Mauritania,2005,Gross enrollment ratio - Lower secondary level (male),26.4
478,Mauritania,2005,Gross enrollment ratio - Lower secondary level (female),23.1
478,Mauritania,2005,Students enrolled in upper secondary education (thousands),38
478,Mauritania,2005,Gross enrollment ratio - Upper secondary level (male),20.3
478,Mauritania,2005,Gross enrollment ratio - Upper secondary level (female),17.2
478,Mauritania,2010,Students enrolled in primary education (thousands),531
478,Mauritania,2010,Gross enrollment ratio - Primary (male),96.6
478,Mauritania,2010,Gross enrollment ratio - Primary (female),97.8
478,Mauritania,2010,Students enrolled in lower secondary education (thousands),78
478,Mauritania,2010,Gross enrollment ratio - Lower secondary level (male),25.9
478,Mauritania,2010,Gross enrollment ratio - Lower secondary level (female),22.0
478,Mauritania,2010,Students enrolled in upper secondary education (thousands),32
478,Mauritania,2010,Gross enrollment ratio - Upper secondary level (male),16.7
478,Mauritania,2010,Gross enrollment ratio - Upper secondary level (female),12.2
478,Mauritania,2015,Students enrolled in primary education (thousands),633
478,Mauritania,2015,Gross enrollment ratio - Primary (male),95.4
478,Mauritania,2015,Gross enrollment ratio - Primary (female),97.3
478,Mauritania,2015,Students enrolled in lower secondary education (thousands),135
478,Mauritania,2015,Gross enrollment ratio - Lower secondary level (male),39.6
478,Mauritania,2015,Gross enrollment ratio - Lower secondary level (female),35.2
478,Mauritania,2015,Students enrolled in upper secondary education (thousands),52
478,Mauritania,2015,Gross enrollment ratio - Upper secondary level (male),24.2
478,Mauritania,2015,Gross enrollment ratio - Upper secondary level (female),19.2
478,Mauritania,2020,Students enrolled in primary education (thousands),654
478,Mauritania,2020,Gross enrollment ratio - Primary (male),83.8
478,Mauritania,2020,Gross enrollment ratio - Primary (female),89.7
478,Mauritania,2020,Students enrolled in lower secondary education (thousands),172
478,Mauritania,2020,Gross enrollment ratio - Lower secondary level (male),38.7
478,Mauritania,2020,Gross enrollment ratio - Lower secondary level (female),40.2
478,Mauritania,2020,Students enrolled in upper secondary education (thousands),87
478,Mauritania,2020,Gross enrollment ratio - Upper secondary level (male),30.5
478,Mauritania,2020,Gross enrollment ratio - Upper secondary level (female),30.4
480,Mauritius,2005,Students enrolled in primary education (thousands),124
480,Mauritius,2005,Gross enrollment ratio - Primary (male),103.7
480,Mauritius,2005,Gross enrollment ratio - Primary (female),103.2
480,Mauritius,2005,Students enrolled in lower secondary education (thousands),65
480,Mauritius,2005,Gross enrollment ratio - Lower secondary level (male),98.7
480,Mauritius,2005,Gross enrollment ratio - Lower secondary level (female),99.9
480,Mauritius,2005,Students enrolled in upper secondary education (thousands),64
480,Mauritius,2005,Gross enrollment ratio - Upper secondary level (male),79.2
480,Mauritius,2005,Gross enrollment ratio - Upper secondary level (female),75.3
480,Mauritius,2010,Students enrolled in primary education (thousands),117
480,Mauritius,2010,Gross enrollment ratio - Primary (male),101.1
480,Mauritius,2010,Gross enrollment ratio - Primary (female),101.3
480,Mauritius,2010,Students enrolled in lower secondary education (thousands),58
480,Mauritius,2010,Gross enrollment ratio - Lower secondary level (male),98.4
480,Mauritius,2010,Gross enrollment ratio - Lower secondary level (female),100.5
480,Mauritius,2010,Students enrolled in upper secondary education (thousands),69
480,Mauritius,2010,Gross enrollment ratio - Upper secondary level (male),79.1
480,Mauritius,2010,Gross enrollment ratio - Upper secondary level (female),83.8
480,Mauritius,2015,Students enrolled in primary education (thousands),102
480,Mauritius,2015,Gross enrollment ratio - Primary (male),100.7
480,Mauritius,2015,Gross enrollment ratio - Primary (female),101.4
480,Mauritius,2015,Students enrolled in lower secondary education (thousands),64
480,Mauritius,2015,Gross enrollment ratio - Lower secondary level (male),111.7
480,Mauritius,2015,Gross enrollment ratio - Lower secondary level (female),108.3
480,Mauritius,2015,Students enrolled in upper secondary education (thousands),65
480,Mauritius,2015,Gross enrollment ratio - Upper secondary level (male),78.4
480,Mauritius,2015,Gross enrollment ratio - Upper secondary level (female),88.3
480,Mauritius,2020,Students enrolled in primary education (thousands),83
480,Mauritius,2020,Gross enrollment ratio - Primary (male),97.3
480,Mauritius,2020,Gross enrollment ratio - Primary (female),98.7
480,Mauritius,2020,Students enrolled in lower secondary education (thousands),55
480,Mauritius,2020,Gross enrollment ratio - Lower secondary level (male),114.3
480,Mauritius,2020,Gross enrollment ratio - Lower secondary level (female),110.5
480,Mauritius,2020,Students enrolled in upper secondary education (thousands),59
480,Mauritius,2020,Gross enrollment ratio - Upper secondary level (male),75.0
480,Mauritius,2020,Gross enrollment ratio - Upper secondary level (female),83.1
480,Mauritius,2021,Students enrolled in primary education (thousands),84
480,Mauritius,2021,Gross enrollment ratio - Primary (male),101.7
480,Mauritius,2021,Gross enrollment ratio - Primary (female),104.1
480,Mauritius,2021,Students enrolled in lower secondary education (thousands),53
480,Mauritius,2021,Gross enrollment ratio - Lower secondary level (male),116.2
480,Mauritius,2021,Gross enrollment ratio - Lower secondary level (female),109.8
484,Mexico,2005,Students enrolled in primary education (thousands),"14,700"
484,Mexico,2005,Gross enrollment ratio - Primary (male),109.4
484,Mexico,2005,Gross enrollment ratio - Primary (female),107.6
484,Mexico,2005,Students enrolled in lower secondary education (thousands),"7,016"
484,Mexico,2005,Gross enrollment ratio - Lower secondary level (male),101.6
484,Mexico,2005,Gross enrollment ratio - Lower secondary level (female),109.0
484,Mexico,2005,Students enrolled in upper secondary education (thousands),"3,548"
484,Mexico,2005,Gross enrollment ratio - Upper secondary level (male),53.7
484,Mexico,2005,Gross enrollment ratio - Upper secondary level (female),56.6
484,Mexico,2010,Students enrolled in primary education (thousands),"14,906"
484,Mexico,2010,Gross enrollment ratio - Primary (male),111.7
484,Mexico,2010,Gross enrollment ratio - Primary (female),110.2
484,Mexico,2010,Students enrolled in lower secondary education (thousands),"7,627"
484,Mexico,2010,Gross enrollment ratio - Lower secondary level (male),108.8
484,Mexico,2010,Gross enrollment ratio - Lower secondary level (female),118.4
484,Mexico,2010,Students enrolled in upper secondary education (thousands),"4,055"
484,Mexico,2010,Gross enrollment ratio - Upper secondary level (male),59.0
484,Mexico,2010,Gross enrollment ratio - Upper secondary level (female),62.7
484,Mexico,2015,Students enrolled in primary education (thousands),"14,398"
484,Mexico,2015,Gross enrollment ratio - Primary (male),107.4
484,Mexico,2015,Gross enrollment ratio - Primary (female),106.6
484,Mexico,2015,Students enrolled in lower secondary education (thousands),"8,660"
484,Mexico,2015,Gross enrollment ratio - Lower secondary level (male),123.6
484,Mexico,2015,Gross enrollment ratio - Lower secondary level (female),135.5
484,Mexico,2015,Students enrolled in upper secondary education (thousands),"4,813"
484,Mexico,2015,Gross enrollment ratio - Upper secondary level (male),71.4
484,Mexico,2015,Gross enrollment ratio - Upper secondary level (female),73.4
484,Mexico,2022,Students enrolled in primary education (thousands),"13,502"
484,Mexico,2022,Gross enrollment ratio - Primary (male),101.9
484,Mexico,2022,Gross enrollment ratio - Primary (female),102.1
484,Mexico,2022,Students enrolled in lower secondary education (thousands),"7,882"
484,Mexico,2022,Gross enrollment ratio - Lower secondary level (male),111.0
484,Mexico,2022,Gross enrollment ratio - Lower secondary level (female),125.9
484,Mexico,2022,Students enrolled in upper secondary education (thousands),"5,231"
484,Mexico,2022,Gross enrollment ratio - Upper secondary level (male),73.2
484,Mexico,2022,Gross enrollment ratio - Upper secondary level (female),83.8
583,Micronesia (Fed. States of),2005,Students enrolled in primary education (thousands),19
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Primary (male),112.3
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Primary (female),108.4
583,Micronesia (Fed. States of),2005,Students enrolled in lower secondary education (thousands),6
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Lower secondary level (male),97.8
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Lower secondary level (female),104.1
583,Micronesia (Fed. States of),2005,Students enrolled in upper secondary education (thousands),8
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Upper secondary level (male),79.2
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Upper secondary level (female),80.8
583,Micronesia (Fed. States of),2007,Students enrolled in primary education (thousands),19
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Primary (male),110.6
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Primary (female),110.8
583,Micronesia (Fed. States of),2007,Students enrolled in lower secondary education (thousands),5
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Lower secondary level (male),100.9
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Lower secondary level (female),100.0
583,Micronesia (Fed. States of),2015,Students enrolled in primary education (thousands),14
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Primary (male),96.8
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Primary (female),91.1
583,Micronesia (Fed. States of),2015,Students enrolled in lower secondary education (thousands),4
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Lower secondary level (male),86.5
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Lower secondary level (female),87.1
583,Micronesia (Fed. States of),2022,Students enrolled in primary education (thousands),13
583,Micronesia (Fed. States of),2022,Gross enrollment ratio - Primary (male),91.4
583,Micronesia (Fed. States of),2022,Gross enrollment ratio - Primary (female),91.6
583,Micronesia (Fed. States of),2022,Students enrolled in lower secondary education (thousands),4
583,Micronesia (Fed. States of),2022,Gross enrollment ratio - Lower secondary level (male),78.9
583,Micronesia (Fed. States of),2022,Gross enrollment ratio - Lower secondary level (female),82.3
492,Monaco,2000,Students enrolled in primary education (thousands),2
492,Monaco,2000,Gross enrollment ratio - Primary (male),132.9
492,Monaco,2000,Gross enrollment ratio - Primary (female),133.5
492,Monaco,2000,Students enrolled in lower secondary education (thousands),2
492,Monaco,2000,Gross enrollment ratio - Lower secondary level (male),138.4
492,Monaco,2000,Gross enrollment ratio - Lower secondary level (female),152.8
492,Monaco,2000,Students enrolled in upper secondary education (thousands),1
492,Monaco,2000,Gross enrollment ratio - Upper secondary level (male),144.4
492,Monaco,2000,Gross enrollment ratio - Upper secondary level (female),179.9
492,Monaco,2004,Students enrolled in primary education (thousands),2
492,Monaco,2004,Students enrolled in lower secondary education (thousands),2
492,Monaco,2004,Students enrolled in upper secondary education (thousands),1
492,Monaco,2008,Students enrolled in primary education (thousands),2
492,Monaco,2008,Gross enrollment ratio - Primary (male),130.3
492,Monaco,2008,Gross enrollment ratio - Primary (female),118.9
492,Monaco,2008,Students enrolled in lower secondary education (thousands),2
492,Monaco,2008,Gross enrollment ratio - Lower secondary level (male),141.4
492,Monaco,2008,Gross enrollment ratio - Lower secondary level (female),153.6
492,Monaco,2008,Students enrolled in upper secondary education (thousands),1
492,Monaco,2008,Gross enrollment ratio - Upper secondary level (male),157.6
492,Monaco,2008,Gross enrollment ratio - Upper secondary level (female),138.2
492,Monaco,2010,Students enrolled in primary education (thousands),2
492,Monaco,2010,Students enrolled in lower secondary education (thousands),2
492,Monaco,2010,Students enrolled in upper secondary education (thousands),1
492,Monaco,2015,Students enrolled in primary education (thousands),2
492,Monaco,2015,Students enrolled in lower secondary education (thousands),2
492,Monaco,2015,Students enrolled in upper secondary education (thousands),1
492,Monaco,2016,Students enrolled in primary education (thousands),2
492,Monaco,2016,Gross enrollment ratio - Primary (male),141.8
492,Monaco,2016,Gross enrollment ratio - Primary (female),147.3
492,Monaco,2016,Students enrolled in lower secondary education (thousands),2
492,Monaco,2016,Gross enrollment ratio - Lower secondary level (male),156.4
492,Monaco,2016,Gross enrollment ratio - Lower secondary level (female),157.6
492,Monaco,2016,Students enrolled in upper secondary education (thousands),1
492,Monaco,2016,Gross enrollment ratio - Upper secondary level (male),155.0
492,Monaco,2016,Gross enrollment ratio - Upper secondary level (female),146.2
492,Monaco,2022,Students enrolled in primary education (thousands),2
492,Monaco,2022,Students enrolled in lower secondary education (thousands),2
492,Monaco,2022,Students enrolled in upper secondary education (thousands),2
496,Mongolia,2005,Students enrolled in primary education (thousands),251
496,Mongolia,2005,Gross enrollment ratio - Primary (male),97.9
496,Mongolia,2005,Gross enrollment ratio - Primary (female),98.0
496,Mongolia,2005,Students enrolled in lower secondary education (thousands),235
496,Mongolia,2005,Gross enrollment ratio - Lower secondary level (male),93.0
496,Mongolia,2005,Gross enrollment ratio - Lower secondary level (female),99.9
496,Mongolia,2005,Students enrolled in upper secondary education (thousands),104
496,Mongolia,2005,Gross enrollment ratio - Upper secondary level (male),74.1
496,Mongolia,2005,Gross enrollment ratio - Upper secondary level (female),91.1
496,Mongolia,2010,Students enrolled in primary education (thousands),274
496,Mongolia,2010,Gross enrollment ratio - Primary (male),119.0
496,Mongolia,2010,Gross enrollment ratio - Primary (female),118.0
496,Mongolia,2010,Students enrolled in lower secondary education (thousands),179
496,Mongolia,2010,Gross enrollment ratio - Lower secondary level (male),88.7
496,Mongolia,2010,Gross enrollment ratio - Lower secondary level (female),93.3
496,Mongolia,2010,Students enrolled in upper secondary education (thousands),97
496,Mongolia,2010,Gross enrollment ratio - Upper secondary level (male),88.1
496,Mongolia,2010,Gross enrollment ratio - Upper secondary level (female),100.7
496,Mongolia,2015,Students enrolled in primary education (thousands),251
496,Mongolia,2015,Gross enrollment ratio - Primary (male),97.9
496,Mongolia,2015,Gross enrollment ratio - Primary (female),98.1
496,Mongolia,2015,Students enrolled in upper secondary education (thousands),123
496,Mongolia,2015,Gross enrollment ratio - Upper secondary level (male),84.0
496,Mongolia,2015,Gross enrollment ratio - Upper secondary level (female),90.4
496,Mongolia,2022,Students enrolled in primary education (thousands),372
496,Mongolia,2022,Gross enrollment ratio - Primary (male),95.2
496,Mongolia,2022,Gross enrollment ratio - Primary (female),95.9
496,Mongolia,2022,Students enrolled in lower secondary education (thousands),239
496,Mongolia,2022,Gross enrollment ratio - Lower secondary level (male),93.7
496,Mongolia,2022,Gross enrollment ratio - Lower secondary level (female),95.9
496,Mongolia,2022,Students enrolled in upper secondary education (thousands),141
496,Mongolia,2022,Gross enrollment ratio - Upper secondary level (male),99.0
496,Mongolia,2022,Gross enrollment ratio - Upper secondary level (female),107.0
499,Montenegro,2005,Students enrolled in primary education (thousands),38
499,Montenegro,2005,Gross enrollment ratio - Primary (male),109.7
499,Montenegro,2005,Gross enrollment ratio - Primary (female),105.3
499,Montenegro,2005,Students enrolled in lower secondary education (thousands),36
499,Montenegro,2005,Gross enrollment ratio - Lower secondary level (male),101.1
499,Montenegro,2005,Gross enrollment ratio - Lower secondary level (female),97.4
499,Montenegro,2005,Students enrolled in upper secondary education (thousands),32
499,Montenegro,2005,Gross enrollment ratio - Upper secondary level (male),82.1
499,Montenegro,2005,Gross enrollment ratio - Upper secondary level (female),83.7
499,Montenegro,2010,Students enrolled in primary education (thousands),35
499,Montenegro,2010,Gross enrollment ratio - Primary (male),109.0
499,Montenegro,2010,Gross enrollment ratio - Primary (female),104.2
499,Montenegro,2010,Students enrolled in lower secondary education (thousands),38
499,Montenegro,2010,Gross enrollment ratio - Lower secondary level (male),111.1
499,Montenegro,2010,Gross enrollment ratio - Lower secondary level (female),106.7
499,Montenegro,2010,Students enrolled in upper secondary education (thousands),32
499,Montenegro,2010,Gross enrollment ratio - Upper secondary level (male),87.9
499,Montenegro,2010,Gross enrollment ratio - Upper secondary level (female),89.4
499,Montenegro,2015,Students enrolled in primary education (thousands),38
499,Montenegro,2015,Gross enrollment ratio - Primary (male),99.7
499,Montenegro,2015,Gross enrollment ratio - Primary (female),97.1
499,Montenegro,2015,Students enrolled in lower secondary education (thousands),31
499,Montenegro,2015,Gross enrollment ratio - Lower secondary level (male),96.6
499,Montenegro,2015,Gross enrollment ratio - Lower secondary level (female),93.8
499,Montenegro,2015,Students enrolled in upper secondary education (thousands),29
499,Montenegro,2015,Gross enrollment ratio - Upper secondary level (male),88.4
499,Montenegro,2015,Gross enrollment ratio - Upper secondary level (female),86.1
499,Montenegro,2022,Students enrolled in primary education (thousands),38
499,Montenegro,2022,Gross enrollment ratio - Primary (male),100.7
499,Montenegro,2022,Gross enrollment ratio - Primary (female),100.7
499,Montenegro,2022,Students enrolled in lower secondary education (thousands),31
499,Montenegro,2022,Gross enrollment ratio - Lower secondary level (male),97.7
499,Montenegro,2022,Gross enrollment ratio - Lower secondary level (female),96.2
499,Montenegro,2022,Students enrolled in upper secondary education (thousands),25
499,Montenegro,2022,Gross enrollment ratio - Upper secondary level (male),84.0
499,Montenegro,2022,Gross enrollment ratio - Upper secondary level (female),86.4
500,Montserrat,2005,Students enrolled in primary education (thousands),1
500,Montserrat,2005,Gross enrollment ratio - Primary (male),114.2
500,Montserrat,2005,Gross enrollment ratio - Primary (female),112.4
500,Montserrat,2005,Students enrolled in lower secondary education (thousands),0
500,Montserrat,2005,Gross enrollment ratio - Lower secondary level (male),112.1
500,Montserrat,2005,Gross enrollment ratio - Lower secondary level (female),113.6
500,Montserrat,2005,Students enrolled in upper secondary education (thousands),0
500,Montserrat,2005,Gross enrollment ratio - Upper secondary level (male),77.8
500,Montserrat,2005,Gross enrollment ratio - Upper secondary level (female),88.7
500,Montserrat,2009,Students enrolled in primary education (thousands),0
500,Montserrat,2009,Gross enrollment ratio - Primary (male),104.6
500,Montserrat,2009,Gross enrollment ratio - Primary (female),107.2
500,Montserrat,2009,Students enrolled in lower secondary education (thousands),0
500,Montserrat,2009,Gross enrollment ratio - Lower secondary level (male),106.8
500,Montserrat,2009,Gross enrollment ratio - Lower secondary level (female),118.4
500,Montserrat,2009,Students enrolled in upper secondary education (thousands),0
500,Montserrat,2009,Gross enrollment ratio - Upper secondary level (male),100.0
500,Montserrat,2009,Gross enrollment ratio - Upper secondary level (female),114.3
500,Montserrat,2010,Students enrolled in primary education (thousands),1
500,Montserrat,2010,Gross enrollment ratio - Primary (male),111.5
500,Montserrat,2010,Gross enrollment ratio - Primary (female),106.6
500,Montserrat,2015,Students enrolled in primary education (thousands),0
500,Montserrat,2015,Gross enrollment ratio - Primary (male),101.7
500,Montserrat,2015,Gross enrollment ratio - Primary (female),96.1
500,Montserrat,2015,Students enrolled in lower secondary education (thousands),0
500,Montserrat,2015,Gross enrollment ratio - Lower secondary level (male),103.9
500,Montserrat,2015,Gross enrollment ratio - Lower secondary level (female),113.6
500,Montserrat,2015,Students enrolled in upper secondary education (thousands),0
500,Montserrat,2015,Gross enrollment ratio - Upper secondary level (male),83.5
500,Montserrat,2015,Gross enrollment ratio - Upper secondary level (female),84.6
500,Montserrat,2022,Students enrolled in primary education (thousands),0
500,Montserrat,2022,Gross enrollment ratio - Primary (male),161.7
500,Montserrat,2022,Gross enrollment ratio - Primary (female),188.2
500,Montserrat,2022,Students enrolled in lower secondary education (thousands),0
500,Montserrat,2022,Gross enrollment ratio - Lower secondary level (male),110.0
500,Montserrat,2022,Gross enrollment ratio - Lower secondary level (female),106.1
500,Montserrat,2022,Students enrolled in upper secondary education (thousands),0
500,Montserrat,2022,Gross enrollment ratio - Upper secondary level (male),101.9
500,Montserrat,2022,Gross enrollment ratio - Upper secondary level (female),113.1
504,Morocco,2005,Students enrolled in primary education (thousands),"4,023"
504,Morocco,2005,Gross enrollment ratio - Primary (male),110.8
504,Morocco,2005,Gross enrollment ratio - Primary (female),101.2
504,Morocco,2005,Students enrolled in lower secondary education (thousands),"1,265"
504,Morocco,2005,Gross enrollment ratio - Lower secondary level (male),68.6
504,Morocco,2005,Gross enrollment ratio - Lower secondary level (female),58.6
504,Morocco,2005,Students enrolled in upper secondary education (thousands),683
504,Morocco,2005,Gross enrollment ratio - Upper secondary level (male),37.0
504,Morocco,2005,Gross enrollment ratio - Upper secondary level (female),32.7
504,Morocco,2010,Students enrolled in primary education (thousands),"3,945"
504,Morocco,2010,Gross enrollment ratio - Primary (male),110.0
504,Morocco,2010,Gross enrollment ratio - Primary (female),104.5
504,Morocco,2010,Students enrolled in lower secondary education (thousands),"1,467"
504,Morocco,2010,Gross enrollment ratio - Lower secondary level (male),85.9
504,Morocco,2010,Gross enrollment ratio - Lower secondary level (female),71.1
504,Morocco,2010,Students enrolled in upper secondary education (thousands),926
504,Morocco,2010,Gross enrollment ratio - Upper secondary level (male),49.4
504,Morocco,2010,Gross enrollment ratio - Upper secondary level (female),47.1
504,Morocco,2012,Students enrolled in primary education (thousands),"4,017"
504,Morocco,2012,Gross enrollment ratio - Primary (male),111.5
504,Morocco,2012,Gross enrollment ratio - Primary (female),106.8
504,Morocco,2012,Students enrolled in lower secondary education (thousands),"1,525"
504,Morocco,2012,Gross enrollment ratio - Lower secondary level (male),90.5
504,Morocco,2012,Gross enrollment ratio - Lower secondary level (female),74.4
504,Morocco,2012,Students enrolled in upper secondary education (thousands),"1,029"
504,Morocco,2012,Gross enrollment ratio - Upper secondary level (male),58.0
504,Morocco,2012,Gross enrollment ratio - Upper secondary level (female),52.7
504,Morocco,2015,Students enrolled in primary education (thousands),"4,039"
504,Morocco,2015,Gross enrollment ratio - Primary (male),110.7
504,Morocco,2015,Gross enrollment ratio - Primary (female),104.7
504,Morocco,2015,Students enrolled in lower secondary education (thousands),"1,667"
504,Morocco,2015,Gross enrollment ratio - Lower secondary level (male),98.0
504,Morocco,2015,Gross enrollment ratio - Lower secondary level (female),84.5
504,Morocco,2022,Students enrolled in primary education (thousands),"4,675"
504,Morocco,2022,Gross enrollment ratio - Primary (male),115.6
504,Morocco,2022,Gross enrollment ratio - Primary (female),112.6
504,Morocco,2022,Students enrolled in lower secondary education (thousands),"2,028"
504,Morocco,2022,Gross enrollment ratio - Lower secondary level (male),110.4
504,Morocco,2022,Gross enrollment ratio - Lower secondary level (female),99.6
504,Morocco,2022,Students enrolled in upper secondary education (thousands),"1,217"
504,Morocco,2022,Gross enrollment ratio - Upper secondary level (male),63.7
504,Morocco,2022,Gross enrollment ratio - Upper secondary level (female),69.1
508,Mozambique,2005,Students enrolled in primary education (thousands),"3,943"
508,Mozambique,2005,Gross enrollment ratio - Primary (male),112.0
508,Mozambique,2005,Gross enrollment ratio - Primary (female),93.8
508,Mozambique,2005,Students enrolled in lower secondary education (thousands),269
508,Mozambique,2005,Gross enrollment ratio - Lower secondary level (male),22.7
508,Mozambique,2005,Gross enrollment ratio - Lower secondary level (female),15.8
508,Mozambique,2005,Students enrolled in upper secondary education (thousands),37
508,Mozambique,2005,Gross enrollment ratio - Upper secondary level (male),5.3
508,Mozambique,2005,Gross enrollment ratio - Upper secondary level (female),3.3
508,Mozambique,2010,Students enrolled in primary education (thousands),"5,278"
508,Mozambique,2010,Gross enrollment ratio - Primary (male),123.9
508,Mozambique,2010,Gross enrollment ratio - Primary (female),110.7
508,Mozambique,2010,Students enrolled in lower secondary education (thousands),556
508,Mozambique,2010,Gross enrollment ratio - Lower secondary level (male),37.8
508,Mozambique,2010,Gross enrollment ratio - Lower secondary level (female),31.3
508,Mozambique,2010,Students enrolled in upper secondary education (thousands),116
508,Mozambique,2010,Gross enrollment ratio - Upper secondary level (male),13.5
508,Mozambique,2010,Gross enrollment ratio - Upper secondary level (female),10.1
508,Mozambique,2015,Students enrolled in primary education (thousands),"5,902"
508,Mozambique,2015,Gross enrollment ratio - Primary (male),119.8
508,Mozambique,2015,Gross enrollment ratio - Primary (female),109.2
508,Mozambique,2015,Students enrolled in lower secondary education (thousands),805
508,Mozambique,2015,Gross enrollment ratio - Lower secondary level (male),43.9
508,Mozambique,2015,Gross enrollment ratio - Lower secondary level (female),40.2
508,Mozambique,2015,Students enrolled in upper secondary education (thousands),268
508,Mozambique,2015,Gross enrollment ratio - Upper secondary level (male),23.9
508,Mozambique,2015,Gross enrollment ratio - Upper secondary level (female),21.9
508,Mozambique,2022,Students enrolled in primary education (thousands),"7,656"
508,Mozambique,2022,Gross enrollment ratio - Primary (male),124.3
508,Mozambique,2022,Gross enrollment ratio - Primary (female),118.0
508,Mozambique,2022,Students enrolled in lower secondary education (thousands),"1,021"
508,Mozambique,2022,Gross enrollment ratio - Lower secondary level (male),45.7
508,Mozambique,2022,Gross enrollment ratio - Lower secondary level (female),42.7
508,Mozambique,2022,Students enrolled in upper secondary education (thousands),398
508,Mozambique,2022,Gross enrollment ratio - Upper secondary level (male),28.1
508,Mozambique,2022,Gross enrollment ratio - Upper secondary level (female),27.4
104,Myanmar,2005,Students enrolled in primary education (thousands),"4,948"
104,Myanmar,2005,Gross enrollment ratio - Primary (male),102.4
104,Myanmar,2005,Gross enrollment ratio - Primary (female),106.8
104,Myanmar,2005,Students enrolled in lower secondary education (thousands),"1,938"
104,Myanmar,2005,Gross enrollment ratio - Lower secondary level (male),50.8
104,Myanmar,2005,Gross enrollment ratio - Lower secondary level (female),50.5
104,Myanmar,2005,Students enrolled in upper secondary education (thousands),651
104,Myanmar,2005,Gross enrollment ratio - Upper secondary level (male),33.7
104,Myanmar,2005,Gross enrollment ratio - Upper secondary level (female),35.0
104,Myanmar,2010,Students enrolled in primary education (thousands),"5,126"
104,Myanmar,2010,Gross enrollment ratio - Primary (male),106.9
104,Myanmar,2010,Gross enrollment ratio - Primary (female),110.2
104,Myanmar,2010,Students enrolled in lower secondary education (thousands),"2,179"
104,Myanmar,2010,Gross enrollment ratio - Lower secondary level (male),56.4
104,Myanmar,2010,Gross enrollment ratio - Lower secondary level (female),60.6
104,Myanmar,2010,Students enrolled in upper secondary education (thousands),674
104,Myanmar,2010,Gross enrollment ratio - Upper secondary level (male),33.4
104,Myanmar,2010,Gross enrollment ratio - Upper secondary level (female),38.6
104,Myanmar,2014,Students enrolled in primary education (thousands),"5,177"
104,Myanmar,2014,Gross enrollment ratio - Primary (male),112.6
104,Myanmar,2014,Gross enrollment ratio - Primary (female),113.9
104,Myanmar,2014,Students enrolled in lower secondary education (thousands),"2,503"
104,Myanmar,2014,Gross enrollment ratio - Lower secondary level (male),65.2
104,Myanmar,2014,Gross enrollment ratio - Lower secondary level (female),67.8
104,Myanmar,2014,Students enrolled in upper secondary education (thousands),689
104,Myanmar,2014,Gross enrollment ratio - Upper secondary level (male),34.5
104,Myanmar,2014,Gross enrollment ratio - Upper secondary level (female),40.3
104,Myanmar,2018,Students enrolled in primary education (thousands),"5,300"
104,Myanmar,2018,Gross enrollment ratio - Primary (male),119.2
104,Myanmar,2018,Gross enrollment ratio - Primary (female),118.5
104,Myanmar,2018,Students enrolled in lower secondary education (thousands),"3,059"
104,Myanmar,2018,Gross enrollment ratio - Lower secondary level (male),80.2
104,Myanmar,2018,Gross enrollment ratio - Lower secondary level (female),87.7
104,Myanmar,2018,Students enrolled in upper secondary education (thousands),"1,128"
104,Myanmar,2018,Gross enrollment ratio - Upper secondary level (male),53.5
104,Myanmar,2018,Gross enrollment ratio - Upper secondary level (female),66.4
