Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
705,Slovenia,2020,Ratio of girls to boys in lower secondary education,1.0
705,Slovenia,2021,Ratio of girls to boys in lower secondary education,1.0
705,Slovenia,2022,Ratio of girls to boys in lower secondary education,1.01
705,Slovenia,2005,Ratio of girls to boys in upper secondary education,1.0
705,Slovenia,2010,Ratio of girls to boys in upper secondary education,0.99
705,Slovenia,2015,Ratio of girls to boys in upper secondary education,1.01
705,Slovenia,2020,Ratio of girls to boys in upper secondary education,1.03
705,Slovenia,2021,Ratio of girls to boys in upper secondary education,1.01
705,Slovenia,2022,Ratio of girls to boys in upper secondary education,1.02
724,Spain,1995,Ratio of girls to boys in primary education,0.98
724,Spain,2005,Ratio of girls to boys in primary education,0.99
724,Spain,2010,Ratio of girls to boys in primary education,0.99
724,Spain,2015,Ratio of girls to boys in primary education,1.01
724,Spain,2020,Ratio of girls to boys in primary education,1.01
724,Spain,2021,Ratio of girls to boys in primary education,1.0
724,Spain,1995,Ratio of girls to boys in lower secondary education,0.96
724,Spain,2005,Ratio of girls to boys in lower secondary education,1.0
724,Spain,2010,Ratio of girls to boys in lower secondary education,0.99
724,Spain,2015,Ratio of girls to boys in lower secondary education,0.97
724,Spain,2020,Ratio of girls to boys in lower secondary education,0.99
724,Spain,2021,Ratio of girls to boys in lower secondary education,1.0
724,Spain,1995,Ratio of girls to boys in upper secondary education,1.14
724,Spain,2005,Ratio of girls to boys in upper secondary education,1.15
724,Spain,2010,Ratio of girls to boys in upper secondary education,1.08
724,Spain,2015,Ratio of girls to boys in upper secondary education,1.04
724,Spain,2020,Ratio of girls to boys in upper secondary education,1.07
724,Spain,2021,Ratio of girls to boys in upper secondary education,1.07
752,Sweden,1995,Ratio of girls to boys in primary education,1.02
752,Sweden,2005,Ratio of girls to boys in primary education,1.0
752,Sweden,2010,Ratio of girls to boys in primary education,1.0
752,Sweden,2015,Ratio of girls to boys in primary education,1.04
752,Sweden,2020,Ratio of girls to boys in primary education,1.05
752,Sweden,2021,Ratio of girls to boys in primary education,1.06
752,Sweden,2022,Ratio of girls to boys in primary education,1.06
752,Sweden,1995,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2005,Ratio of girls to boys in lower secondary education,1.0
752,Sweden,2010,Ratio of girls to boys in lower secondary education,0.99
752,Sweden,2015,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2020,Ratio of girls to boys in lower secondary education,1.04
752,Sweden,2021,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2022,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,1995,Ratio of girls to boys in upper secondary education,1.18
752,Sweden,2005,Ratio of girls to boys in upper secondary education,1.0
752,Sweden,2010,Ratio of girls to boys in upper secondary education,0.99
752,Sweden,2015,Ratio of girls to boys in upper secondary education,1.17
752,Sweden,2020,Ratio of girls to boys in upper secondary education,1.13
752,Sweden,2021,Ratio of girls to boys in upper secondary education,1.15
752,Sweden,2022,Ratio of girls to boys in upper secondary education,1.17
756,Switzerland,1995,Ratio of girls to boys in primary education,0.99
756,Switzerland,2005,Ratio of girls to boys in primary education,1.0
756,Switzerland,2010,Ratio of girls to boys in primary education,1.0
756,Switzerland,2015,Ratio of girls to boys in primary education,1.0
756,Switzerland,2020,Ratio of girls to boys in primary education,1.0
756,Switzerland,2021,Ratio of girls to boys in primary education,1.0
756,Switzerland,2022,Ratio of girls to boys in primary education,1.0
756,Switzerland,1995,Ratio of girls to boys in lower secondary education,1.02
756,Switzerland,2005,Ratio of girls to boys in lower secondary education,1.02
756,Switzerland,2010,Ratio of girls to boys in lower secondary education,1.03
756,Switzerland,2015,Ratio of girls to boys in lower secondary education,1.0
756,Switzerland,2020,Ratio of girls to boys in lower secondary education,1.01
756,Switzerland,2021,Ratio of girls to boys in lower secondary education,1.0
756,Switzerland,2022,Ratio of girls to boys in lower secondary education,1.0
756,Switzerland,1995,Ratio of girls to boys in upper secondary education,0.87
756,Switzerland,2005,Ratio of girls to boys in upper secondary education,0.87
756,Switzerland,2010,Ratio of girls to boys in upper secondary education,0.93
756,Switzerland,2015,Ratio of girls to boys in upper secondary education,0.95
756,Switzerland,2020,Ratio of girls to boys in upper secondary education,0.93
756,Switzerland,2021,Ratio of girls to boys in upper secondary education,0.94
756,Switzerland,2022,Ratio of girls to boys in upper secondary education,0.94
804,Ukraine,2005,Ratio of girls to boys in primary education,0.99
804,Ukraine,2010,Ratio of girls to boys in primary education,1.01
804,Ukraine,2015,Ratio of girls to boys in primary education,1.02
804,Ukraine,2020,Ratio of girls to boys in primary education,1.01
804,Ukraine,2021,Ratio of girls to boys in primary education,1.01
804,Ukraine,2005,Ratio of girls to boys in lower secondary education,0.91
804,Ukraine,2010,Ratio of girls to boys in lower secondary education,1.0
804,Ukraine,2015,Ratio of girls to boys in lower secondary education,1.01
804,Ukraine,2020,Ratio of girls to boys in lower secondary education,1.02
804,Ukraine,2021,Ratio of girls to boys in lower secondary education,1.02
804,Ukraine,2005,Ratio of girls to boys in upper secondary education,0.95
804,Ukraine,2010,Ratio of girls to boys in upper secondary education,0.91
804,Ukraine,2015,Ratio of girls to boys in upper secondary education,0.93
804,Ukraine,2020,Ratio of girls to boys in upper secondary education,0.98
804,Ukraine,2021,Ratio of girls to boys in upper secondary education,0.98
826,United Kingdom,2005,Ratio of girls to boys in primary education,1.0
826,United Kingdom,2010,Ratio of girls to boys in primary education,0.99
826,United Kingdom,2015,Ratio of girls to boys in primary education,1.0
826,United Kingdom,2020,Ratio of girls to boys in primary education,1.0
826,United Kingdom,2021,Ratio of girls to boys in primary education,1.0
826,United Kingdom,2022,Ratio of girls to boys in primary education,1.0
826,United Kingdom,1995,Ratio of girls to boys in lower secondary education,1.0
826,United Kingdom,2005,Ratio of girls to boys in lower secondary education,0.99
826,United Kingdom,2010,Ratio of girls to boys in lower secondary education,0.96
826,United Kingdom,2015,Ratio of girls to boys in lower secondary education,0.97
826,United Kingdom,2020,Ratio of girls to boys in lower secondary education,1.0
826,United Kingdom,2021,Ratio of girls to boys in lower secondary education,0.99
826,United Kingdom,2022,Ratio of girls to boys in lower secondary education,1.0
826,United Kingdom,1995,Ratio of girls to boys in upper secondary education,1.0
826,United Kingdom,2005,Ratio of girls to boys in upper secondary education,1.03
826,United Kingdom,2010,Ratio of girls to boys in upper secondary education,1.04
826,United Kingdom,2015,Ratio of girls to boys in upper secondary education,1.07
826,United Kingdom,2020,Ratio of girls to boys in upper secondary education,1.06
826,United Kingdom,2021,Ratio of girls to boys in upper secondary education,1.07
826,United Kingdom,2022,Ratio of girls to boys in upper secondary education,1.06
840,United States of America,1995,Ratio of girls to boys in primary education,0.99
840,United States of America,2005,Ratio of girls to boys in primary education,0.99
840,United States of America,2015,Ratio of girls to boys in primary education,1.0
840,United States of America,2020,Ratio of girls to boys in primary education,1.0
840,United States of America,2021,Ratio of girls to boys in primary education,0.99
840,United States of America,2022,Ratio of girls to boys in primary education,1.0
840,United States of America,1995,Ratio of girls to boys in lower secondary education,1.0
840,United States of America,2005,Ratio of girls to boys in lower secondary education,0.99
840,United States of America,2015,Ratio of girls to boys in lower secondary education,1.0
840,United States of America,2020,Ratio of girls to boys in lower secondary education,0.98
840,United States of America,2021,Ratio of girls to boys in lower secondary education,1.0
840,United States of America,2022,Ratio of girls to boys in lower secondary education,1.0
840,United States of America,1995,Ratio of girls to boys in upper secondary education,1.05
840,United States of America,2005,Ratio of girls to boys in upper secondary education,1.06
840,United States of America,2015,Ratio of girls to boys in upper secondary education,1.02
840,United States of America,2020,Ratio of girls to boys in upper secondary education,0.98
840,United States of America,2021,Ratio of girls to boys in upper secondary education,1.01
840,United States of America,2022,Ratio of girls to boys in upper secondary education,1.05
